,height,tss,part,nss,ss
579,17.37,1187.291,1177.236,9.124,0.932
580,17.4,1188.262,1178.415,8.923,0.925
581,17.43,1189.217,1179.579,8.72,0.918
582,17.46,1190.14,1180.685,8.544,0.911
583,17.49,1190.992,1181.755,8.333,0.904
584,17.52,1191.805,1182.807,8.101,0.896
585,17.55,1192.623,1183.827,7.908,0.889
586,17.58,1193.424,1184.81,7.734,0.881
587,17.61,1194.211,1185.767,7.57,0.873
588,17.64,1195.008,1186.706,7.437,0.866
589,17.67,1195.787,1187.621,7.307,0.859
590,17.7,1196.529,1188.504,7.174,0.851
591,17.73,1197.244,1189.374,7.026,0.844
592,17.76,1197.94,1190.23,6.872,0.837
593,17.79,1198.612,1191.072,6.711,0.83
594,17.82,1199.248,1191.888,6.539,0.822
595,17.85,1199.872,1192.679,6.38,0.812
596,17.88,1200.505,1193.467,6.237,0.802
597,17.91,1201.13,1194.249,6.089,0.792
598,17.94,1201.765,1195.033,5.941,0.791
599,17.97,1202.387,1195.814,5.786,0.788
600,18.0,1203.025,1196.602,5.639,0.784
601,18.03,1203.656,1197.393,5.485,0.778
602,18.06,1204.307,1198.188,5.347,0.772
603,18.09,1204.958,1198.98,5.211,0.767
604,18.12,1205.625,1199.776,5.088,0.761
605,18.15,1206.297,1200.569,4.972,0.756
606,18.18,1206.986,1201.366,4.871,0.75
607,18.21,1207.65,1202.16,4.748,0.742
608,18.24,1208.308,1202.959,4.615,0.734
609,18.27,1208.962,1203.768,4.471,0.723
610,18.3,1209.583,1204.574,4.299,0.71
611,18.33,1210.196,1205.383,4.116,0.697
612,18.36,1210.781,1206.192,3.906,0.684
613,18.39,1211.38,1207.002,3.707,0.67
614,18.42,1211.959,1207.811,3.491,0.657
615,18.45,1212.558,1208.622,3.292,0.645
616,18.48,1213.171,1209.444,3.096,0.632
617,18.51,1213.81,1210.272,2.919,0.619
618,18.54,1214.444,1211.096,2.74,0.607
619,18.57,1215.078,1211.925,2.56,0.593
620,18.6,1215.71,1212.752,2.38,0.578
621,18.63,1216.369,1213.581,2.227,0.561
622,18.66,1217.044,1214.412,2.088,0.543
623,18.69,1217.713,1215.25,1.938,0.525
624,18.72,1218.394,1216.099,1.788,0.507
625,18.75,1219.107,1216.945,1.673,0.49
626,18.78,1219.821,1217.794,1.556,0.471
627,18.81,1220.557,1218.645,1.459,0.452
628,18.84,1221.299,1219.499,1.367,0.433
629,18.87,1222.072,1220.366,1.293,0.413
630,18.9,1222.849,1221.241,1.215,0.392
631,18.93,1223.64,1222.115,1.154,0.371
632,18.96,1224.468,1222.992,1.127,0.35
633,18.99,1225.301,1223.869,1.104,0.328
634,19.02,1226.157,1224.768,1.083,0.306
635,19.05,1227.008,1225.667,1.059,0.282
636,19.08,1227.864,1226.569,1.037,0.258
637,19.11,1228.725,1227.474,1.016,0.236
638,19.14,1229.619,1228.405,0.994,0.22
639,19.17,1230.515,1229.34,0.97,0.205
640,19.2,1231.419,1230.281,0.949,0.189
641,19.23,1232.336,1231.233,0.931,0.172
642,19.26,1233.261,1232.191,0.915,0.155
643,19.29,1234.207,1233.174,0.9,0.134
644,19.32,1235.162,1234.165,0.885,0.112
645,19.35,1236.122,1235.163,0.865,0.094
646,19.38,1237.076,1236.16,0.838,0.079
647,19.41,1237.962,1237.078,0.815,0.069
648,19.44,1238.81,1237.958,0.789,0.063
649,19.47,1239.617,1238.802,0.758,0.057
650,19.5,1240.41,1239.618,0.741,0.051
651,19.53,1241.172,1240.411,0.715,0.046
652,19.56,1241.918,1241.186,0.693,0.04
653,19.59,1242.644,1241.94,0.669,0.035
654,19.62,1243.346,1242.676,0.642,0.029
655,19.65,1244.034,1243.397,0.615,0.022
656,19.68,1244.706,1244.101,0.591,0.013
657,19.71,1245.36,1244.793,0.562,0.004
658,19.74,1246.008,1245.473,0.535,0.0
659,19.77,1246.638,1246.136,0.503,0.0
660,19.8,1247.232,1246.783,0.449,0.0
661,19.83,1247.818,1247.417,0.401,0.0
662,19.86,1248.415,1248.045,0.37,0.0
663,19.89,1248.997,1248.661,0.335,0.0
664,19.92,1249.558,1249.254,0.304,0.0
665,19.95,1250.122,1249.842,0.279,0.0
666,19.98,1250.654,1250.417,0.237,0.0
667,20.01,1251.181,1250.973,0.209,0.0
668,20.04,1251.711,1251.52,0.191,0.0
669,20.07,1252.22,1252.057,0.163,0.0
670,20.1,1252.732,1252.586,0.146,0.0
671,20.13,1253.238,1253.11,0.128,0.0
672,20.16,1253.743,1253.628,0.115,0.0
673,20.19,1254.247,1254.144,0.103,0.0
674,20.22,1254.738,1254.655,0.083,0.0
675,20.25,1255.225,1255.162,0.064,0.0
676,20.28,1255.72,1255.665,0.055,0.0
677,20.31,1256.215,1256.168,0.048,0.0
678,20.34,1256.698,1256.665,0.033,0.0
679,20.37,1257.184,1257.158,0.026,0.0
680,20.4,1257.662,1257.648,0.013,0.0
681,20.43,1258.141,1258.139,0.002,0.0
682,20.46,1258.626,1258.626,0.0,0.0
683,20.49,1259.113,1259.113,0.0,0.0
684,20.52,1259.596,1259.596,0.0,0.0
685,20.55,1260.079,1260.079,0.0,0.0
686,20.58,1260.563,1260.563,0.0,0.0
687,20.61,1261.041,1261.041,0.0,0.0
688,20.64,1261.52,1261.52,0.0,0.0
689,20.67,1261.999,1261.999,0.0,0.0
690,20.7,1262.43,1262.43,0.0,0.0
691,20.73,1262.788,1262.788,0.0,0.0
692,20.76,1263.105,1263.105,0.0,0.0
693,20.79,1263.383,1263.383,0.0,0.0
694,20.82,1263.64,1263.64,0.0,0.0
695,20.85,1263.868,1263.868,0.0,0.0
696,20.88,1264.074,1264.074,0.0,0.0
697,20.91,1264.259,1264.259,0.0,0.0
698,20.94,1264.426,1264.426,0.0,0.0
699,20.97,1264.576,1264.576,0.0,0.0
700,21.0,1264.708,1264.708,0.0,0.0
701,21.03,1264.826,1264.826,0.0,0.0
702,21.06,1264.927,1264.927,0.0,0.0
703,21.09,1265.02,1265.02,0.0,0.0
704,21.12,1265.096,1265.096,0.0,0.0
705,21.15,1265.161,1265.161,0.0,0.0
706,21.18,1265.213,1265.213,0.0,0.0
707,21.21,1265.258,1265.258,0.0,0.0
708,21.24,1265.287,1265.287,0.0,0.0
709,21.27,1265.31,1265.31,0.0,0.0
710,21.3,1265.322,1265.322,0.0,0.0
711,21.33,1265.325,1265.325,0.0,0.0
712,21.36,1265.32,1265.32,0.0,0.0
713,21.39,1265.308,1265.308,0.0,0.0
714,21.42,1265.286,1265.286,0.0,0.0
715,21.45,1265.258,1265.258,0.0,0.0
716,21.48,1265.221,1265.221,0.0,0.0
717,21.51,1265.177,1265.177,0.0,0.0
718,21.54,1265.128,1265.128,0.0,0.0
719,21.57,1265.071,1265.071,0.0,0.0
720,21.6,1265.009,1265.009,0.0,0.0
721,21.63,1264.94,1264.94,0.0,0.0
722,21.66,1264.867,1264.867,0.0,0.0
723,21.69,1264.786,1264.786,0.0,0.0
724,21.72,1264.702,1264.702,0.0,0.0
725,21.75,1264.613,1264.613,0.0,0.0
726,21.78,1264.543,1264.543,0.0,0.0
727,21.81,1264.536,1264.536,0.0,0.0
728,21.84,1264.566,1264.566,0.0,0.0
729,21.87,1264.625,1264.625,0.0,0.0
730,21.9,1264.702,1264.702,0.0,0.0
731,21.93,1264.802,1264.802,0.0,0.0
732,21.96,1264.918,1264.918,0.0,0.0
733,21.99,1265.052,1265.052,0.0,0.0
734,22.02,1265.201,1265.201,0.0,0.0
735,22.05,1265.367,1265.367,0.0,0.0
736,22.08,1265.549,1265.549,0.0,0.0
737,22.11,1265.745,1265.745,0.0,0.0
738,22.14,1265.958,1265.958,0.0,0.0
739,22.17,1266.202,1266.202,0.0,0.0
740,22.2,1266.463,1266.463,0.0,0.0
741,22.23,1266.735,1266.735,0.0,0.0
742,22.26,1267.011,1267.011,0.0,0.0
743,22.29,1267.293,1267.293,0.0,0.0
744,22.32,1267.582,1267.582,0.0,0.0
745,22.35,1267.873,1267.873,0.0,0.0
746,22.38,1268.17,1268.17,0.0,0.0
747,22.41,1268.471,1268.471,0.0,0.0
748,22.44,1268.777,1268.777,0.0,0.0
749,22.47,1269.107,1269.107,0.0,0.0
750,22.5,1269.46,1269.46,0.0,0.0
751,22.53,1269.824,1269.824,0.0,0.0
752,22.56,1270.202,1270.202,0.0,0.0
753,22.59,1270.588,1270.588,0.0,0.0
754,22.62,1270.984,1270.984,0.0,0.0
755,22.65,1271.39,1271.39,0.0,0.0
756,22.68,1271.803,1271.803,0.0,0.0
757,22.71,1272.22,1272.22,0.0,0.0
758,22.74,1272.649,1272.649,0.0,0.0
759,22.77,1273.082,1273.082,0.0,0.0
760,22.8,1273.52,1273.52,0.0,0.0
761,22.83,1273.966,1273.966,0.0,0.0
762,22.86,1274.415,1274.415,0.0,0.0
763,22.89,1274.873,1274.873,0.0,0.0
764,22.92,1275.333,1275.333,0.0,0.0
765,22.95,1275.798,1275.798,0.0,0.0
766,22.98,1276.269,1276.269,0.0,0.0
767,23.01,1276.744,1276.744,0.0,0.0
768,23.04,1277.222,1277.222,0.0,0.0
769,23.07,1277.705,1277.705,0.0,0.0
770,23.1,1278.191,1278.191,0.0,0.0
771,23.13,1278.684,1278.684,0.0,0.0
772,23.16,1279.177,1279.177,0.0,0.0
773,23.19,1279.675,1279.675,0.0,0.0
774,23.22,1280.178,1280.178,0.0,0.0
775,23.25,1280.679,1280.679,0.0,0.0
776,23.28,1281.187,1281.187,0.0,0.0
777,23.31,1281.695,1281.695,0.0,0.0
778,23.34,1282.206,1282.206,0.0,0.0
779,23.37,1282.721,1282.721,0.0,0.0
780,23.4,1283.239,1283.239,0.0,0.0
781,23.43,1283.755,1283.755,0.0,0.0
782,23.46,1284.275,1284.275,0.0,0.0
783,23.49,1284.796,1284.796,0.0,0.0
784,23.52,1285.319,1285.319,0.0,0.0
785,23.55,1285.842,1285.842,0.0,0.0
786,23.58,1286.368,1286.368,0.0,0.0
787,23.61,1286.894,1286.894,0.0,0.0
788,23.64,1287.422,1287.422,0.0,0.0
789,23.67,1287.953,1287.953,0.0,0.0
790,23.7,1288.481,1288.481,0.0,0.0
791,23.73,1289.013,1289.013,0.0,0.0
792,23.76,1289.545,1289.545,0.0,0.0
793,23.79,1290.078,1290.078,0.0,0.0
794,23.82,1290.61,1290.61,0.0,0.0
795,23.85,1291.146,1291.146,0.0,0.0
796,23.88,1291.678,1291.678,0.0,0.0
797,23.91,1292.213,1292.213,0.0,0.0
798,23.94,1292.746,1292.746,0.0,0.0
799,23.97,1293.279,1293.279,0.0,0.0
800,24.0,1293.813,1293.813,0.0,0.0
801,24.03,1294.346,1294.346,0.0,0.0
802,24.06,1294.877,1294.877,0.0,0.0
803,24.09,1295.41,1295.41,0.0,0.0
804,24.12,1295.939,1295.939,0.0,0.0
805,24.15,1296.467,1296.467,0.0,0.0
806,24.18,1296.995,1296.995,0.0,0.0
807,24.21,1297.521,1297.521,0.0,0.0
808,24.24,1298.047,1298.047,0.0,0.0
809,24.27,1298.568,1298.568,0.0,0.0
810,24.3,1299.09,1299.09,0.0,0.0
811,24.33,1299.608,1299.608,0.0,0.0
812,24.36,1300.123,1300.123,0.0,0.0
813,24.39,1300.636,1300.636,0.0,0.0
814,24.42,1301.144,1301.144,0.0,0.0
815,24.45,1301.649,1301.649,0.0,0.0
816,24.48,1302.151,1302.151,0.0,0.0
817,24.51,1302.644,1302.644,0.0,0.0
818,24.54,1303.134,1303.134,0.0,0.0
819,24.57,1303.616,1303.616,0.0,0.0
820,24.6,1304.088,1304.088,0.0,0.0
821,24.63,1304.55,1304.55,0.0,0.0
822,24.66,1304.988,1304.988,0.0,0.0
823,24.69,1305.417,1305.417,0.0,0.0
824,24.72,1305.849,1305.849,0.0,0.0
825,24.75,1306.279,1306.279,0.0,0.0
826,24.78,1306.706,1306.706,0.0,0.0
827,24.81,1307.135,1307.135,0.0,0.0
828,24.84,1307.565,1307.565,0.0,0.0
829,24.87,1307.994,1307.994,0.0,0.0
830,24.9,1308.422,1308.422,0.0,0.0
831,24.93,1308.85,1308.85,0.0,0.0
832,24.96,1309.276,1309.276,0.0,0.0
833,24.99,1309.701,1309.701,0.0,0.0
834,25.02,1310.126,1310.126,0.0,0.0
835,25.05,1310.547,1310.547,0.0,0.0
836,25.08,1310.966,1310.966,0.0,0.0
837,25.11,1311.385,1311.385,0.0,0.0
838,25.14,1311.796,1311.796,0.0,0.0
839,25.17,1312.203,1312.203,0.0,0.0
840,25.2,1312.606,1312.606,0.0,0.0
841,25.23,1312.996,1312.996,0.0,0.0
842,25.26,1313.381,1313.381,0.0,0.0
843,25.29,1313.751,1313.751,0.0,0.0
844,25.32,1314.1,1314.1,0.0,0.0
845,25.35,1314.394,1314.394,0.0,0.0
846,25.38,1314.615,1314.615,0.0,0.0
847,25.41,1314.679,1314.679,0.0,0.0
848,25.44,1314.445,1314.445,0.0,0.0
849,25.47,1314.181,1314.181,0.0,0.0
850,25.5,1313.914,1313.914,0.0,0.0
851,25.53,1313.65,1313.65,0.0,0.0
852,25.56,1313.384,1313.384,0.0,0.0
853,25.59,1313.122,1313.122,0.0,0.0
854,25.62,1312.857,1312.857,0.0,0.0
855,25.65,1312.596,1312.596,0.0,0.0
856,25.68,1312.332,1312.332,0.0,0.0
857,25.71,1312.109,1312.109,0.0,0.0
858,25.74,1311.898,1311.898,0.0,0.0
859,25.77,1311.687,1311.687,0.0,0.0
860,25.8,1311.477,1311.477,0.0,0.0
861,25.83,1311.272,1311.272,0.0,0.0
862,25.86,1311.067,1311.067,0.0,0.0
863,25.89,1310.874,1310.874,0.0,0.0
864,25.92,1310.686,1310.686,0.0,0.0
865,25.95,1310.512,1310.512,0.0,0.0
866,25.98,1310.347,1310.347,0.0,0.0
867,26.01,1310.188,1310.188,0.0,0.0
868,26.04,1310.036,1310.036,0.0,0.0
869,26.07,1309.891,1309.891,0.0,0.0
870,26.1,1309.751,1309.751,0.0,0.0
871,26.13,1309.614,1309.614,0.0,0.0
872,26.16,1309.481,1309.481,0.0,0.0
873,26.19,1309.354,1309.354,0.0,0.0
874,26.22,1309.233,1309.233,0.0,0.0
875,26.25,1309.142,1309.142,0.0,0.0
876,26.28,1309.06,1309.06,0.0,0.0
877,26.31,1308.978,1308.978,0.0,0.0
878,26.34,1308.896,1308.896,0.0,0.0
879,26.37,1308.812,1308.812,0.0,0.0
880,26.4,1308.727,1308.727,0.0,0.0
881,26.43,1308.642,1308.642,0.0,0.0
882,26.46,1308.56,1308.56,0.0,0.0
883,26.49,1308.516,1308.516,0.0,0.0
884,26.52,1308.477,1308.477,0.0,0.0
885,26.55,1308.436,1308.436,0.0,0.0
886,26.58,1308.39,1308.39,0.0,0.0
887,26.61,1308.342,1308.342,0.0,0.0
888,26.64,1308.306,1308.306,0.0,0.0
889,26.67,1308.295,1308.295,0.0,0.0
890,26.7,1308.281,1308.281,0.0,0.0
891,26.73,1308.265,1308.265,0.0,0.0
892,26.76,1308.247,1308.247,0.0,0.0
893,26.79,1308.225,1308.225,0.0,0.0
894,26.82,1308.199,1308.199,0.0,0.0
895,26.85,1308.174,1308.174,0.0,0.0
896,26.88,1308.11,1308.11,0.0,0.0
897,26.91,1307.985,1307.985,0.0,0.0
898,26.94,1307.815,1307.815,0.0,0.0
899,26.97,1307.603,1307.603,0.0,0.0
900,27.0,1307.327,1307.327,0.0,0.0
901,27.03,1307.002,1307.002,0.0,0.0
902,27.06,1306.604,1306.604,0.0,0.0
903,27.09,1306.123,1306.123,0.0,0.0
904,27.12,1305.591,1305.591,0.0,0.0
905,27.15,1304.94,1304.94,0.0,0.0
906,27.18,1304.182,1304.182,0.0,0.0
907,27.21,1303.355,1303.355,0.0,0.0
908,27.24,1302.396,1302.396,0.0,0.0
909,27.27,1301.299,1301.299,0.0,0.0
910,27.3,1300.07,1300.07,0.0,0.0
911,27.33,1298.722,1298.722,0.0,0.0
912,27.36,1297.169,1297.169,0.0,0.0
913,27.39,1295.372,1295.372,0.0,0.0
914,27.42,1293.274,1293.274,0.0,0.0
915,27.45,1290.706,1290.706,0.0,0.0
916,27.48,1287.116,1287.116,0.0,0.0
917,27.51,1229.076,1229.076,0.0,0.0
918,27.54,1225.121,1225.121,0.0,0.0
919,27.57,1221.604,1221.604,0.0,0.0
920,27.6,1218.37,1218.37,0.0,0.0
921,27.63,1215.311,1215.311,0.0,0.0
922,27.66,1212.35,1212.35,0.0,0.0
923,27.69,1209.518,1209.518,0.0,0.0
924,27.72,1206.739,1206.739,0.0,0.0
925,27.75,1204.036,1204.036,0.0,0.0
926,27.78,1201.391,1201.391,0.0,0.0
927,27.81,1198.771,1198.771,0.0,0.0
928,27.84,1196.231,1196.231,0.0,0.0
929,27.87,1193.707,1193.707,0.0,0.0
930,27.9,1191.21,1191.21,0.0,0.0
931,27.93,1188.778,1188.778,0.0,0.0
932,27.96,1186.359,1186.359,0.0,0.0
933,27.99,1183.967,1183.967,0.0,0.0
934,28.02,1181.648,1181.648,0.0,0.0
935,28.05,1179.362,1179.362,0.0,0.0
936,28.08,1177.113,1177.113,0.0,0.0
937,28.11,1174.896,1174.896,0.0,0.0
938,28.14,1172.744,1172.744,0.0,0.0
939,28.17,1170.613,1170.613,0.0,0.0
940,28.2,1168.513,1168.513,0.0,0.0
941,28.23,1166.45,1166.45,0.0,0.0
942,28.26,1164.435,1164.435,0.0,0.0
943,28.29,1162.445,1162.445,0.0,0.0
944,28.32,1160.483,1160.483,0.0,0.0
945,28.35,1158.55,1158.55,0.0,0.0
946,28.38,1156.676,1156.676,0.0,0.0
947,28.41,1154.826,1154.826,0.0,0.0
948,28.44,1153.01,1153.01,0.0,0.0
949,28.47,1151.224,1151.224,0.0,0.0
950,28.5,1149.493,1149.493,0.0,0.0
951,28.53,1147.805,1147.805,0.0,0.0
952,28.56,1146.162,1146.162,0.0,0.0
953,28.59,1144.588,1144.588,0.0,0.0
954,28.62,1143.09,1143.09,0.0,0.0
955,28.65,1141.627,1141.627,0.0,0.0
956,28.68,1140.166,1140.166,0.0,0.0
957,28.71,1138.712,1138.712,0.0,0.0
958,28.74,1137.263,1137.263,0.0,0.0
959,28.77,1135.82,1135.82,0.0,0.0
960,28.8,1134.405,1134.405,0.0,0.0
961,28.83,1132.994,1132.994,0.0,0.0
962,28.86,1131.587,1131.587,0.0,0.0
963,28.89,1130.184,1130.184,0.0,0.0
964,28.92,1128.788,1128.788,0.0,0.0
965,28.95,1127.409,1127.409,0.0,0.0
966,28.98,1126.04,1126.04,0.0,0.0
967,29.01,1124.673,1124.673,0.0,0.0
968,29.04,1123.329,1123.329,0.0,0.0
969,29.07,1122.068,1122.068,0.0,0.0
970,29.1,1120.866,1120.866,0.0,0.0
971,29.13,1119.714,1119.714,0.0,0.0
972,29.16,1118.592,1118.592,0.0,0.0
973,29.19,1117.505,1117.505,0.0,0.0
974,29.22,1116.448,1116.448,0.0,0.0
975,29.25,1115.417,1115.417,0.0,0.0
976,29.28,1114.417,1114.417,0.0,0.0
977,29.31,1113.446,1113.446,0.0,0.0
978,29.34,1112.504,1112.504,0.0,0.0
979,29.37,1111.595,1111.595,0.0,0.0
980,29.4,1110.704,1110.704,0.0,0.0
981,29.43,1109.83,1109.83,0.0,0.0
982,29.46,1108.983,1108.983,0.0,0.0
983,29.49,1108.174,1108.174,0.0,0.0
984,29.52,1107.38,1107.38,0.0,0.0
985,29.55,1106.609,1106.609,0.0,0.0
986,29.58,1105.855,1105.855,0.0,0.0
987,29.61,1105.113,1105.113,0.0,0.0
988,29.64,1104.409,1104.409,0.0,0.0
989,29.67,1103.726,1103.726,0.0,0.0
990,29.7,1103.055,1103.055,0.0,0.0
991,29.73,1102.406,1102.406,0.0,0.0
992,29.76,1101.773,1101.773,0.0,0.0
993,29.79,1101.158,1101.158,0.0,0.0
994,29.82,1100.568,1100.568,0.0,0.0
995,29.85,1100.001,1100.001,0.0,0.0
996,29.88,1099.452,1099.452,0.0,0.0
997,29.91,1098.917,1098.917,0.0,0.0
998,29.94,1098.401,1098.401,0.0,0.0
999,29.97,1097.896,1097.896,0.0,0.0
1000,30.0,1097.409,1097.409,0.0,0.0
1001,30.03,1096.958,1096.958,0.0,0.0
1002,30.06,1096.52,1096.52,0.0,0.0
1003,30.09,1096.095,1096.095,0.0,0.0
1004,30.12,1095.685,1095.685,0.0,0.0
1005,30.15,1095.289,1095.289,0.0,0.0
1006,30.18,1094.902,1094.902,0.0,0.0
1007,30.21,1094.529,1094.529,0.0,0.0
1008,30.24,1094.174,1094.174,0.0,0.0
1009,30.27,1093.829,1093.829,0.0,0.0
1010,30.3,1093.492,1093.492,0.0,0.0
1011,30.33,1093.173,1093.173,0.0,0.0
1012,30.36,1092.863,1092.863,0.0,0.0
1013,30.39,1092.561,1092.561,0.0,0.0
1014,30.42,1092.276,1092.276,0.0,0.0
1015,30.45,1092.004,1092.004,0.0,0.0
1016,30.48,1091.74,1091.74,0.0,0.0
1017,30.51,1091.487,1091.487,0.0,0.0
1018,30.54,1091.249,1091.249,0.0,0.0
1019,30.57,1091.018,1091.018,0.0,0.0
1020,30.6,1090.795,1090.795,0.0,0.0
1021,30.63,1090.593,1090.593,0.0,0.0
1022,30.66,1090.4,1090.4,0.0,0.0
1023,30.69,1090.214,1090.214,0.0,0.0
1024,30.72,1090.041,1090.041,0.0,0.0
1025,30.75,1089.879,1089.879,0.0,0.0
1026,30.78,1089.723,1089.723,0.0,0.0
1027,30.81,1089.577,1089.577,0.0,0.0
1028,30.84,1089.45,1089.45,0.0,0.0
1029,30.87,1089.331,1089.331,0.0,0.0
1030,30.9,1083.751,1083.751,0.0,0.0
1031,30.93,1078.438,1078.438,0.0,0.0
1032,30.96,1075.004,1075.004,0.0,0.0
1033,30.99,1072.258,1072.258,0.0,0.0
1034,31.02,1069.916,1069.916,0.0,0.0
1035,31.05,1067.886,1067.886,0.0,0.0
1036,31.08,1066.051,1066.051,0.0,0.0
1037,31.11,1064.379,1064.379,0.0,0.0
1038,31.14,1062.843,1062.843,0.0,0.0
1039,31.17,1061.414,1061.414,0.0,0.0
1040,31.2,1060.095,1060.095,0.0,0.0
1041,31.23,1058.855,1058.855,0.0,0.0
1042,31.26,1057.706,1057.706,0.0,0.0
1043,31.29,1056.617,1056.617,0.0,0.0
1044,31.32,1055.594,1055.594,0.0,0.0
1045,31.35,1054.614,1054.614,0.0,0.0
1046,31.38,1053.71,1053.71,0.0,0.0
1047,31.41,1052.853,1052.853,0.0,0.0
1048,31.44,1052.044,1052.044,0.0,0.0
1049,31.47,1051.287,1051.287,0.0,0.0
1050,31.5,1050.582,1050.582,0.0,0.0
1051,31.53,1049.947,1049.947,0.0,0.0
1052,31.56,1049.35,1049.35,0.0,0.0
1053,31.59,1048.775,1048.775,0.0,0.0
1054,31.62,1048.225,1048.225,0.0,0.0
1055,31.65,1047.718,1047.718,0.0,0.0
1056,31.68,1047.234,1047.234,0.0,0.0
1057,31.71,1046.77,1046.77,0.0,0.0
1058,31.74,1046.289,1046.289,0.0,0.0
1059,31.77,1045.822,1045.822,0.0,0.0
1060,31.8,1045.361,1045.361,0.0,0.0
1061,31.83,1044.899,1044.899,0.0,0.0
1062,31.86,1044.439,1044.439,0.0,0.0
1063,31.89,1043.994,1043.994,0.0,0.0
1064,31.92,1043.571,1043.571,0.0,0.0
1065,31.95,1043.161,1043.161,0.0,0.0
1066,31.98,1042.755,1042.755,0.0,0.0
1067,32.01,1042.356,1042.356,0.0,0.0
1068,32.04,1041.97,1041.97,0.0,0.0
1069,32.07,1041.6,1041.6,0.0,0.0
1070,32.1,1041.248,1041.248,0.0,0.0
1071,32.13,1040.907,1040.907,0.0,0.0
1072,32.16,1040.572,1040.572,0.0,0.0
1073,32.19,1040.242,1040.242,0.0,0.0
1074,32.22,1039.937,1039.937,0.0,0.0
1075,32.25,1039.651,1039.651,0.0,0.0
1076,32.28,1039.363,1039.363,0.0,0.0
1077,32.31,1039.084,1039.084,0.0,0.0
1078,32.34,1038.83,1038.83,0.0,0.0
1079,32.37,1038.58,1038.58,0.0,0.0
1080,32.4,1038.341,1038.341,0.0,0.0
1081,32.43,1038.12,1038.12,0.0,0.0
1082,32.46,1037.913,1037.913,0.0,0.0
1083,32.49,1037.713,1037.713,0.0,0.0
1084,32.52,1037.521,1037.521,0.0,0.0
1085,32.55,1037.351,1037.351,0.0,0.0
1086,32.58,1037.196,1037.196,0.0,0.0
1087,32.61,1037.045,1037.045,0.0,0.0
1088,32.64,1036.905,1036.905,0.0,0.0
1089,32.67,1036.784,1036.784,0.0,0.0
1090,32.7,1036.68,1036.68,0.0,0.0
1091,32.73,1036.58,1036.58,0.0,0.0
1092,32.76,1036.489,1036.489,0.0,0.0
1093,32.79,1036.422,1036.422,0.0,0.0
1094,32.82,1036.369,1036.369,0.0,0.0
1095,32.85,1036.322,1036.322,0.0,0.0
1096,32.88,1036.282,1036.282,0.0,0.0
1097,32.91,1036.268,1036.268,0.0,0.0
1098,32.94,1036.271,1036.271,0.0,0.0
1099,32.97,1036.285,1036.285,0.0,0.0
1100,33.0,1019.344,1019.344,0.0,0.0
1101,33.03,1019.387,1019.387,0.0,0.0
1102,33.06,1019.45,1019.45,0.0,0.0
1103,33.09,1019.522,1019.522,0.0,0.0
1104,33.12,1019.608,1019.608,0.0,0.0
1105,33.15,1019.725,1019.725,0.0,0.0
1106,33.18,1019.855,1019.855,0.0,0.0
1107,33.21,1019.995,1019.995,0.0,0.0
1108,33.24,1020.149,1020.149,0.0,0.0
1109,33.27,1020.328,1020.328,0.0,0.0
1110,33.3,1020.539,1020.539,0.0,0.0
1111,33.33,1020.776,1020.776,0.0,0.0
1112,33.36,1021.04,1021.04,0.0,0.0
1113,33.39,1021.349,1021.349,0.0,0.0
1114,33.42,1021.671,1021.671,0.0,0.0
1115,33.45,1022.016,1022.016,0.0,0.0
1116,33.48,1022.371,1022.371,0.0,0.0
1117,33.51,1022.729,1022.729,0.0,0.0
1118,33.54,1023.099,1023.099,0.0,0.0
1119,33.57,1023.491,1023.491,0.0,0.0
1120,33.6,1023.888,1023.888,0.0,0.0
1121,33.63,1024.286,1024.286,0.0,0.0
1122,33.66,1024.702,1024.702,0.0,0.0
1123,33.69,1025.14,1025.14,0.0,0.0
1124,33.72,1025.583,1025.583,0.0,0.0
1125,33.75,1026.038,1026.038,0.0,0.0
1126,33.78,1026.508,1026.508,0.0,0.0
1127,33.81,1026.984,1026.984,0.0,0.0
1128,33.84,1027.481,1027.481,0.0,0.0
1129,33.87,1027.981,1027.981,0.0,0.0
1130,33.9,1028.503,1028.503,0.0,0.0
1131,33.93,1029.043,1029.043,0.0,0.0
1132,33.96,1029.592,1029.592,0.0,0.0
1133,33.99,1030.163,1030.163,0.0,0.0
1134,34.02,1030.746,1030.746,0.0,0.0
1135,34.05,1031.336,1031.336,0.0,0.0
1136,34.08,1031.945,1031.945,0.0,0.0
1137,34.11,1032.56,1032.56,0.0,0.0
1138,34.14,1033.211,1033.211,0.0,0.0
1139,34.17,1033.877,1033.877,0.0,0.0
1140,34.2,1034.549,1034.549,0.0,0.0
1141,34.23,1035.239,1035.239,0.0,0.0
1142,34.26,1035.943,1035.943,0.0,0.0
1143,34.29,1036.69,1036.69,0.0,0.0
1144,34.32,1037.442,1037.442,0.0,0.0
1145,34.35,1038.212,1038.212,0.0,0.0
1146,34.38,1038.997,1038.997,0.0,0.0
1147,34.41,1039.83,1039.83,0.0,0.0
1148,34.44,1040.682,1040.682,0.0,0.0
1149,34.47,1041.548,1041.548,0.0,0.0
1150,34.5,1042.441,1042.441,0.0,0.0
1151,34.53,1043.386,1043.386,0.0,0.0
1152,34.56,1044.346,1044.346,0.0,0.0
1153,34.59,1045.334,1045.334,0.0,0.0
1154,34.62,1046.386,1046.386,0.0,0.0
