,height,tss,part,nss,ss
1155,34.65,1047.452,1047.452,0.0,0.0
1156,34.68,1048.577,1048.577,0.0,0.0
1157,34.71,1049.752,1049.752,0.0,0.0
1158,34.74,1050.976,1050.976,0.0,0.0
1159,34.77,1052.271,1052.271,0.0,0.0
1160,34.8,1053.634,1053.634,0.0,0.0
1161,34.83,1055.069,1055.069,0.0,0.0
1162,34.86,1056.628,1056.628,0.0,0.0
1163,34.89,1058.282,1058.282,0.0,0.0
1164,34.92,1060.078,1060.078,0.0,0.0
1165,34.95,1062.069,1062.069,0.0,0.0
1166,34.98,1064.284,1064.284,0.0,0.0
1167,35.01,1066.859,1066.859,0.0,0.0
1168,35.04,1070.012,1070.012,0.0,0.0
1169,35.07,1074.48,1074.48,0.0,0.0
1170,35.1,1081.794,1081.794,0.0,0.0
1171,35.13,1081.827,1081.827,0.0,0.0
1172,35.16,1081.855,1081.855,0.0,0.0
1173,35.19,1081.879,1081.879,0.0,0.0
1174,35.22,1081.898,1081.898,0.0,0.0
1175,35.25,1081.913,1081.913,0.0,0.0
1176,35.28,1081.923,1081.923,0.0,0.0
1177,35.31,1081.928,1081.928,0.0,0.0
1178,35.34,1081.927,1081.927,0.0,0.0
1179,35.37,1081.924,1081.924,0.0,0.0
1180,35.4,1081.913,1081.913,0.0,0.0
1181,35.43,1081.898,1081.898,0.0,0.0
1182,35.46,1081.876,1081.876,0.0,0.0
1183,35.49,1081.851,1081.851,0.0,0.0
1184,35.52,1081.818,1081.818,0.0,0.0
1185,35.55,1081.781,1081.781,0.0,0.0
1186,35.58,1081.739,1081.739,0.0,0.0
1187,35.61,1081.69,1081.69,0.0,0.0
1188,35.64,1081.635,1081.635,0.0,0.0
1189,35.67,1081.573,1081.573,0.0,0.0
1190,35.7,1081.505,1081.505,0.0,0.0
1191,35.73,1081.431,1081.431,0.0,0.0
1192,35.76,1081.35,1081.35,0.0,0.0
1193,35.79,1081.265,1081.265,0.0,0.0
1194,35.82,1081.17,1081.17,0.0,0.0
1195,35.85,1081.069,1081.069,0.0,0.0
1196,35.88,1080.961,1080.961,0.0,0.0
1197,35.91,1080.847,1080.847,0.0,0.0
1198,35.94,1080.725,1080.725,0.0,0.0
1199,35.97,1080.595,1080.595,0.0,0.0
1200,36.0,1080.457,1080.457,0.0,0.0
1201,36.03,1080.313,1080.313,0.0,0.0
1202,36.06,1080.159,1080.159,0.0,0.0
1203,36.09,1079.998,1079.998,0.0,0.0
1204,36.12,1079.827,1079.827,0.0,0.0
1205,36.15,1079.648,1079.648,0.0,0.0
1206,36.18,1079.462,1079.462,0.0,0.0
1207,36.21,1079.265,1079.265,0.0,0.0
1208,36.24,1079.058,1079.058,0.0,0.0
1209,36.27,1078.842,1078.842,0.0,0.0
1210,36.3,1078.616,1078.616,0.0,0.0
1211,36.33,1078.381,1078.381,0.0,0.0
1212,36.36,1078.135,1078.135,0.0,0.0
1213,36.39,1077.877,1077.877,0.0,0.0
1214,36.42,1077.609,1077.609,0.0,0.0
1215,36.45,1077.328,1077.328,0.0,0.0
1216,36.48,1077.036,1077.036,0.0,0.0
1217,36.51,1076.732,1076.732,0.0,0.0
1218,36.54,1076.348,1076.348,0.0,0.0
1219,36.57,1075.837,1075.837,0.0,0.0
1220,36.6,1075.268,1075.268,0.0,0.0
1221,36.63,1074.635,1074.635,0.0,0.0
1222,36.66,1073.846,1073.846,0.0,0.0
1223,36.69,1072.972,1072.972,0.0,0.0
1224,36.72,1072.023,1072.023,0.0,0.0
1225,36.75,1070.91,1070.91,0.0,0.0
1226,36.78,1069.68,1069.68,0.0,0.0
1227,36.81,1068.299,1068.299,0.0,0.0
1228,36.84,1066.712,1066.712,0.0,0.0
1229,36.87,1064.903,1064.903,0.0,0.0
1230,36.9,1062.804,1062.804,0.0,0.0
1231,36.93,1060.23,1060.23,0.0,0.0
1232,36.96,1056.885,1056.885,0.0,0.0
1233,36.99,780.227,780.227,0.0,0.0
1234,37.02,758.939,758.939,0.0,0.0
1235,37.05,752.953,752.953,0.0,0.0
1236,37.08,748.203,748.203,0.0,0.0
1237,37.11,744.182,744.182,0.0,0.0
1238,37.14,740.594,740.594,0.0,0.0
1239,37.17,737.358,737.358,0.0,0.0
1240,37.2,734.349,734.349,0.0,0.0
1241,37.23,731.576,731.576,0.0,0.0
1242,37.26,728.961,728.961,0.0,0.0
1243,37.29,726.531,726.531,0.0,0.0
1244,37.32,724.191,724.191,0.0,0.0
1245,37.35,722.005,722.005,0.0,0.0
1246,37.38,719.927,719.927,0.0,0.0
1247,37.41,717.917,717.917,0.0,0.0
1248,37.44,716.042,716.042,0.0,0.0
1249,37.47,714.243,714.243,0.0,0.0
1250,37.5,712.502,712.502,0.0,0.0
1251,37.53,710.87,710.87,0.0,0.0
1252,37.56,709.319,709.319,0.0,0.0
1253,37.59,707.809,707.809,0.0,0.0
1254,37.62,706.38,706.38,0.0,0.0
1255,37.65,704.996,704.996,0.0,0.0
1256,37.68,703.659,703.659,0.0,0.0
1257,37.71,702.38,702.38,0.0,0.0
1258,37.74,701.141,701.141,0.0,0.0
1259,37.77,699.954,699.954,0.0,0.0
1260,37.8,698.82,698.82,0.0,0.0
1261,37.83,697.747,697.747,0.0,0.0
1262,37.86,696.721,696.721,0.0,0.0
1263,37.89,695.738,695.738,0.0,0.0
1264,37.92,694.783,694.783,0.0,0.0
1265,37.95,693.923,693.923,0.0,0.0
1266,37.98,693.131,693.131,0.0,0.0
1267,38.01,692.355,692.355,0.0,0.0
1268,38.04,691.564,691.564,0.0,0.0
1269,38.07,690.771,690.771,0.0,0.0
1270,38.1,689.976,689.976,0.0,0.0
1271,38.13,689.178,689.178,0.0,0.0
1272,38.16,688.378,688.378,0.0,0.0
1273,38.19,687.578,687.578,0.0,0.0
1274,38.22,686.774,686.774,0.0,0.0
1275,38.25,685.968,685.968,0.0,0.0
1276,38.28,685.163,685.163,0.0,0.0
1277,38.31,684.339,684.339,0.0,0.0
1278,38.34,683.502,683.502,0.0,0.0
1279,38.37,682.649,682.649,0.0,0.0
1280,38.4,681.777,681.777,0.0,0.0
1281,38.43,680.893,680.893,0.0,0.0
1282,38.46,679.982,679.982,0.0,0.0
1283,38.49,679.066,679.066,0.0,0.0
1284,38.52,678.123,678.123,0.0,0.0
1285,38.55,677.17,677.17,0.0,0.0
1286,38.58,676.214,676.214,0.0,0.0
1287,38.61,675.228,675.228,0.0,0.0
1288,38.64,674.23,674.23,0.0,0.0
1289,38.67,673.233,673.233,0.0,0.0
1290,38.7,672.235,672.235,0.0,0.0
1291,38.73,671.237,671.237,0.0,0.0
1292,38.76,670.24,670.24,0.0,0.0
1293,38.79,669.242,669.242,0.0,0.0
1294,38.82,668.244,668.244,0.0,0.0
1295,38.85,667.246,667.246,0.0,0.0
1296,38.88,666.249,666.249,0.0,0.0
1297,38.91,665.251,665.251,0.0,0.0
1298,38.94,664.253,664.253,0.0,0.0
1299,38.97,663.258,663.258,0.0,0.0
1300,39.0,662.262,662.262,0.0,0.0
1301,39.03,661.266,661.266,0.0,0.0
1302,39.06,660.272,660.272,0.0,0.0
1303,39.09,659.278,659.278,0.0,0.0
1304,39.12,658.284,658.284,0.0,0.0
1305,39.15,657.294,657.294,0.0,0.0
1306,39.18,656.303,656.303,0.0,0.0
1307,39.21,655.312,655.312,0.0,0.0
1308,39.24,654.325,654.325,0.0,0.0
1309,39.27,653.338,653.338,0.0,0.0
1310,39.3,652.352,652.352,0.0,0.0
1311,39.33,651.368,651.368,0.0,0.0
1312,39.36,650.385,650.385,0.0,0.0
1313,39.39,649.406,649.406,0.0,0.0
1314,39.42,648.428,648.428,0.0,0.0
1315,39.45,647.451,647.451,0.0,0.0
1316,39.48,646.478,646.478,0.0,0.0
1317,39.51,645.507,645.507,0.0,0.0
1318,39.54,644.539,644.539,0.0,0.0
1319,39.57,643.574,643.574,0.0,0.0
1320,39.6,642.611,642.611,0.0,0.0
1321,39.63,641.652,641.652,0.0,0.0
1322,39.66,640.696,640.696,0.0,0.0
1323,39.69,639.745,639.745,0.0,0.0
1324,39.72,638.797,638.797,0.0,0.0
1325,39.75,637.855,637.855,0.0,0.0
1326,39.78,636.918,636.918,0.0,0.0
1327,39.81,636.0,636.0,0.0,0.0
1328,39.84,635.108,635.108,0.0,0.0
1329,39.87,634.238,634.238,0.0,0.0
1330,39.9,633.392,633.392,0.0,0.0
1331,39.93,632.599,632.599,0.0,0.0
1332,39.96,631.839,631.839,0.0,0.0
1333,39.99,631.102,631.102,0.0,0.0
1334,40.02,630.384,630.384,0.0,0.0
1335,40.05,629.682,629.682,0.0,0.0
1336,40.08,628.992,628.992,0.0,0.0
1337,40.11,628.316,628.316,0.0,0.0
1338,40.14,627.651,627.651,0.0,0.0
1339,40.17,626.995,626.995,0.0,0.0
1340,40.2,626.349,626.349,0.0,0.0
1341,40.23,625.71,625.71,0.0,0.0
1342,40.26,625.08,625.08,0.0,0.0
1343,40.29,624.456,624.456,0.0,0.0
1344,40.32,623.838,623.838,0.0,0.0
1345,40.35,623.228,623.228,0.0,0.0
1346,40.38,622.622,622.622,0.0,0.0
1347,40.41,622.02,622.02,0.0,0.0
1348,40.44,621.424,621.424,0.0,0.0
1349,40.47,620.831,620.831,0.0,0.0
1350,40.5,620.241,620.241,0.0,0.0
1351,40.53,619.655,619.655,0.0,0.0
1352,40.56,619.072,619.072,0.0,0.0
1353,40.59,618.491,618.491,0.0,0.0
1354,40.62,617.912,617.912,0.0,0.0
1355,40.65,617.335,617.335,0.0,0.0
1356,40.68,616.758,616.758,0.0,0.0
1357,40.71,616.184,616.184,0.0,0.0
1358,40.74,615.61,615.61,0.0,0.0
1359,40.77,615.036,615.036,0.0,0.0
1360,40.8,614.462,614.462,0.0,0.0
1361,40.83,613.888,613.888,0.0,0.0
1362,40.86,613.313,613.313,0.0,0.0
1363,40.89,612.736,612.736,0.0,0.0
1364,40.92,612.158,612.158,0.0,0.0
1365,40.95,611.579,611.579,0.0,0.0
1366,40.98,610.997,610.997,0.0,0.0
1367,41.01,610.413,610.413,0.0,0.0
1368,41.04,609.826,609.826,0.0,0.0
1369,41.07,609.236,609.236,0.0,0.0
1370,41.1,608.642,608.642,0.0,0.0
1371,41.13,608.044,608.044,0.0,0.0
1372,41.16,607.441,607.441,0.0,0.0
1373,41.19,606.832,606.832,0.0,0.0
1374,41.22,606.218,606.218,0.0,0.0
1375,41.25,605.599,605.599,0.0,0.0
1376,41.28,604.973,604.973,0.0,0.0
1377,41.31,604.338,604.338,0.0,0.0
1378,41.34,603.697,603.697,0.0,0.0
1379,41.37,603.046,603.046,0.0,0.0
1380,41.4,602.384,602.384,0.0,0.0
1381,41.43,601.712,601.712,0.0,0.0
1382,41.46,601.026,601.026,0.0,0.0
1383,41.49,600.326,600.326,0.0,0.0
1384,41.52,599.609,599.609,0.0,0.0
1385,41.55,598.868,598.868,0.0,0.0
1386,41.58,598.087,598.087,0.0,0.0
1387,41.61,597.292,597.292,0.0,0.0
1388,41.64,596.494,596.494,0.0,0.0
1389,41.67,595.69,595.69,0.0,0.0
1390,41.7,594.883,594.883,0.0,0.0
1391,41.73,594.071,594.071,0.0,0.0
1392,41.76,593.253,593.253,0.0,0.0
1393,41.79,592.429,592.429,0.0,0.0
1394,41.82,591.598,591.598,0.0,0.0
1395,41.85,590.759,590.759,0.0,0.0
1396,41.88,589.908,589.908,0.0,0.0
1397,41.91,589.039,589.039,0.0,0.0
1398,41.94,588.156,588.156,0.0,0.0
1399,41.97,587.273,587.273,0.0,0.0
1400,42.0,586.39,586.39,0.0,0.0
1401,42.03,585.507,585.507,0.0,0.0
1402,42.06,584.624,584.624,0.0,0.0
1403,42.09,583.74,583.74,0.0,0.0
1404,42.12,582.859,582.859,0.0,0.0
1405,42.15,581.975,581.975,0.0,0.0
1406,42.18,581.091,581.091,0.0,0.0
1407,42.21,580.21,580.21,0.0,0.0
1408,42.24,579.326,579.326,0.0,0.0
1409,42.27,578.443,578.443,0.0,0.0
1410,42.3,577.56,577.56,0.0,0.0
1411,42.33,576.678,576.678,0.0,0.0
1412,42.36,575.794,575.794,0.0,0.0
1413,42.39,574.912,574.912,0.0,0.0
1414,42.42,574.028,574.028,0.0,0.0
1415,42.45,573.145,573.145,0.0,0.0
1416,42.48,572.262,572.262,0.0,0.0
1417,42.51,571.379,571.379,0.0,0.0
1418,42.54,570.496,570.496,0.0,0.0
1419,42.57,569.614,569.614,0.0,0.0
1420,42.6,568.731,568.731,0.0,0.0
1421,42.63,567.848,567.848,0.0,0.0
1422,42.66,566.965,566.965,0.0,0.0
1423,42.69,566.081,566.081,0.0,0.0
1424,42.72,565.199,565.199,0.0,0.0
1425,42.75,564.316,564.316,0.0,0.0
1426,42.78,563.433,563.433,0.0,0.0
1427,42.81,562.549,562.549,0.0,0.0
1428,42.84,561.667,561.667,0.0,0.0
1429,42.87,560.784,560.784,0.0,0.0
1430,42.9,559.901,559.901,0.0,0.0
1431,42.93,559.018,559.018,0.0,0.0
1432,42.96,558.135,558.135,0.0,0.0
1433,42.99,557.252,557.252,0.0,0.0
1434,43.02,556.369,556.369,0.0,0.0
1435,43.05,555.486,555.486,0.0,0.0
1436,43.08,554.603,554.603,0.0,0.0
1437,43.11,553.72,553.72,0.0,0.0
1438,43.14,552.837,552.837,0.0,0.0
1439,43.17,551.954,551.954,0.0,0.0
1440,43.2,551.071,551.071,0.0,0.0
1441,43.23,550.188,550.188,0.0,0.0
1442,43.26,549.305,549.305,0.0,0.0
1443,43.29,548.423,548.423,0.0,0.0
1444,43.32,547.541,547.541,0.0,0.0
1445,43.35,546.656,546.656,0.0,0.0
1446,43.38,545.773,545.773,0.0,0.0
1447,43.41,544.89,544.89,0.0,0.0
1448,43.44,544.008,544.008,0.0,0.0
1449,43.47,543.124,543.124,0.0,0.0
1450,43.5,542.241,542.241,0.0,0.0
1451,43.53,541.358,541.358,0.0,0.0
1452,43.56,540.475,540.475,0.0,0.0
1453,43.59,539.593,539.593,0.0,0.0
1454,43.62,538.71,538.71,0.0,0.0
1455,43.65,537.827,537.827,0.0,0.0
1456,43.68,536.944,536.944,0.0,0.0
1457,43.71,536.062,536.062,0.0,0.0
1458,43.74,535.178,535.178,0.0,0.0
1459,43.77,534.295,534.295,0.0,0.0
1460,43.8,533.412,533.412,0.0,0.0
1461,43.83,532.53,532.53,0.0,0.0
1462,43.86,531.647,531.647,0.0,0.0
1463,43.89,530.764,530.764,0.0,0.0
1464,43.92,529.883,529.883,0.0,0.0
1465,43.95,529.0,529.0,0.0,0.0
1466,43.98,528.118,528.118,0.0,0.0
1467,44.01,527.236,527.236,0.0,0.0
1468,44.04,526.354,526.354,0.0,0.0
1469,44.07,525.471,525.471,0.0,0.0
1470,44.1,524.59,524.59,0.0,0.0
1471,44.13,523.709,523.709,0.0,0.0
1472,44.16,522.826,522.826,0.0,0.0
1473,44.19,521.944,521.944,0.0,0.0
1474,44.22,521.064,521.064,0.0,0.0
1475,44.25,520.182,520.182,0.0,0.0
1476,44.28,519.299,519.299,0.0,0.0
1477,44.31,518.419,518.419,0.0,0.0
1478,44.34,517.536,517.536,0.0,0.0
1479,44.37,516.654,516.654,0.0,0.0
1480,44.4,515.773,515.773,0.0,0.0
1481,44.43,514.89,514.89,0.0,0.0
1482,44.46,514.008,514.008,0.0,0.0
1483,44.49,513.124,513.124,0.0,0.0
1484,44.52,512.242,512.242,0.0,0.0
1485,44.55,511.359,511.359,0.0,0.0
1486,44.58,510.476,510.476,0.0,0.0
1487,44.61,509.594,509.594,0.0,0.0
1488,44.64,508.71,508.71,0.0,0.0
1489,44.67,507.825,507.825,0.0,0.0
1490,44.7,506.94,506.94,0.0,0.0
1491,44.73,506.056,506.056,0.0,0.0
1492,44.76,505.171,505.171,0.0,0.0
1493,44.79,504.285,504.285,0.0,0.0
1494,44.82,503.4,503.4,0.0,0.0
1495,44.85,502.513,502.513,0.0,0.0
1496,44.88,501.626,501.626,0.0,0.0
1497,44.91,500.74,500.74,0.0,0.0
1498,44.94,499.851,499.851,0.0,0.0
1499,44.97,498.962,498.962,0.0,0.0
1500,45.0,0.0,0.0,0.0,0.0
