Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
14:37:11|         0|   -234845|  -4.13227|       0.0|      25.0|     102.0|     36.60|      1.32|      0.59|      1.05|      8.40|    0.6422|    1.0036|    0.0041|     899.9|   -0.0342|    0.0258|       0.1|
14:37:51|         1|   -234876|  -4.13281|       0.0|      25.0|      98.4|     36.60|      1.32|      0.55|      1.07|      8.10|    0.8465|    1.0123|    0.0192|     912.0|   -0.0287|    0.0403|       0.1|
14:38:31|         2|   -234906|  -4.13334|       0.0|      25.0|      95.5|     36.60|      1.32|      0.54|      1.02|      8.10|    0.7292|    1.0070|    0.0063|     901.1|   -0.0287|    0.0273|       0.1|
14:39:10|         3|   -234936|  -4.13387|       0.0|      25.0|      93.4|     36.60|      1.32|      0.55|      0.98|      8.40|    0.3583|    1.0044|    0.0054|     897.5|   -0.0342|    0.0271|       0.1|
14:39:50|         4|   -234964|  -4.13436|       0.0|      25.0|      91.8|     36.60|      1.32|      0.55|      0.97|      8.40|    0.3611|    1.0034|    0.0037|     901.0|   -0.0342|    0.0254|       0.1|
14:40:29|         5|   -234996|  -4.13492|       0.0|      25.0|      90.5|    125.00|      1.39|      0.55|      0.97|      8.40|    0.3611|    1.0029|    0.0026|     904.2|   -0.0344|    0.0245|       0.1|
14:41:09|         6|   -235026|  -4.13545|       0.0|      25.0|      89.7|    125.00|      1.39|      0.55|      0.98|      8.40|    0.3608|    1.0042|    0.0050|     902.0|   -0.0342|    0.0267|       0.1|
14:41:49|         7|   -235056|  -4.13598|       0.0|      25.0|      88.6|    125.00|      3.12|      0.55|      0.98|      8.40|    0.3613|    1.0029|    0.0031|     896.9|   -0.0342|    0.0248|       0.1|
14:42:28|         8|   -235083|  -4.13646|       0.0|      25.0|      88.3|    125.00|      3.12|      0.55|      1.00|      8.40|    0.3611|    1.0040|    0.0048|     901.9|   -0.0344|    0.0265|       0.1|
14:43:08|         9|   -235116|  -4.13704|       0.0|      25.0|      87.7|    125.00|      3.12|      0.53|      0.96|      8.40|    0.6670|    1.0036|    0.0041|     900.6|   -0.0342|    0.0258|       0.1|
14:43:48|        10|   -235145|  -4.13755|       0.0|      25.0|      87.0|    125.00|      3.12|      0.53|      0.96|      8.40|    0.6651|    1.0027|    0.0026|     896.1|   -0.0340|    0.0243|       0.1|
14:44:27|        11|   -235176|  -4.13809|       0.0|      25.0|      86.4|    125.00|      3.12|      0.53|      0.97|      8.40|    0.6649|    1.0042|    0.0048|     901.4|   -0.0342|    0.0267|       0.1|
14:45:06|        12|   -235206|  -4.13862|       0.0|      25.0|      86.1|    125.00|      3.12|      0.53|      0.96|      8.40|    0.6649|    1.0032|    0.0033|     904.2|   -0.0346|    0.0250|       0.1|
14:45:46|        13|   -235236|  -4.13915|       0.0|      25.0|      85.7|     37.10|      1.48|      0.53|      0.96|      8.40|    0.6647|    1.0042|    0.0050|     907.4|   -0.0340|    0.0267|       0.1|
14:46:25|        14|   -235266|  -4.13968|       0.0|      25.0|      85.1|     37.10|      1.48|      0.52|      0.97|      8.40|    0.6644|    1.0032|    0.0033|     899.6|   -0.0340|    0.0250|       0.1|
14:47:05|        15|   -235295|  -4.14019|       0.0|      25.0|      84.7|     37.10|      1.48|      0.52|      0.96|      8.40|    0.6644|    1.0042|    0.0048|     900.0|   -0.0344|    0.0267|       0.1|
14:47:44|        16|   -235326|  -4.14073|       0.0|      25.0|      84.5|     37.10|      1.48|      0.52|      0.93|      8.40|    0.6642|    1.0032|    0.0033|     901.7|   -0.0342|    0.0250|       0.1|
14:48:24|        17|   -235355|  -4.14124|       0.0|      25.0|      84.1|     37.10|      1.48|      0.51|      0.93|      8.40|    0.6642|    1.0044|    0.0050|     901.0|   -0.0342|    0.0267|       0.1|
14:49:04|        18|   -235386|  -4.14179|       0.0|      25.0|      83.8|     37.30|      1.54|      0.51|      0.92|      8.40|    0.6642|    1.0032|    0.0033|     901.4|   -0.0346|    0.0250|       0.1|
14:49:44|        19|   -235415|   -4.1423|       0.0|      25.0|      83.6|     37.30|      1.54|      0.50|      0.97|      8.40|    0.6642|    1.0042|    0.0052|     900.3|   -0.0346|    0.0269|       0.1|
14:50:24|        20|   -235445|  -4.14282|       0.0|      25.0|      83.3|     37.30|      1.54|      0.50|      0.97|      8.40|    0.6642|    1.0032|    0.0033|     896.8|   -0.0344|    0.0250|       0.1|
14:51:04|        21|   -235476|  -4.14337|       0.0|      25.0|      83.2|     37.30|      1.54|      0.49|      0.97|      8.40|    0.6640|    1.0025|    0.0022|     898.5|   -0.0342|    0.0239|       0.1|
14:51:42|        22|   -235506|   -4.1439|       0.0|      25.0|      83.2|     37.30|      1.54|      0.48|      0.97|      8.40|    0.6640|    1.0040|    0.0048|     905.0|   -0.0344|    0.0262|       0.1|
14:52:22|        23|   -235535|  -4.14441|       0.0|      25.0|      83.0|     37.30|      1.54|      0.48|      0.97|      8.40|    0.6640|    1.0029|    0.0029|     903.4|   -0.0342|    0.0245|       0.1|
14:53:01|        24|   -235566|  -4.14495|       0.0|      25.0|      82.7|     37.30|      1.54|      0.47|      0.97|      8.40|    0.6640|    1.0040|    0.0050|     902.1|   -0.0346|    0.0269|       0.1|
14:53:41|        25|   -235596|  -4.14548|       0.0|      25.0|      83.0|     37.30|      1.54|      0.46|      0.96|      8.40|    0.6640|    1.0032|    0.0031|     897.0|   -0.0342|    0.0248|       0.1|
14:54:20|        26|   -235626|  -4.14601|       0.0|      25.0|      82.8|     37.30|      1.54|      0.45|      0.96|      8.40|    0.6640|    1.0042|    0.0050|     899.9|   -0.0344|    0.0267|       0.1|
14:55:00|        27|   -235656|  -4.14654|       0.0|      25.0|      82.8|     37.30|      1.54|      0.45|      0.96|      8.40|    0.6640|    1.0032|    0.0031|     902.3|   -0.0344|    0.0250|       0.1|
14:55:39|        28|   -235685|  -4.14705|       0.0|      25.0|      82.7|     37.30|      1.54|      0.44|      0.96|      8.40|    0.6640|    1.0042|    0.0052|     899.9|   -0.0344|    0.0267|       0.1|
14:56:20|        29|   -235715|  -4.14758|       0.0|      25.0|      82.7|     37.30|      1.54|      0.44|      0.96|      8.40|    0.6640|    1.0032|    0.0031|     902.0|   -0.0346|    0.0248|       0.1|
14:56:58|        30|   -235746|  -4.14812|       0.0|      25.0|      82.6|     37.30|      1.54|      0.43|      0.96|      8.40|    0.6638|    1.0027|    0.0026|     898.7|   -0.0342|    0.0243|       0.1|
14:57:38|        31|   -235774|  -4.14861|       0.0|      25.0|      82.5|     37.30|      1.54|      0.40|      0.95|      8.20|    0.3951|    1.0040|    0.0033|     899.0|   -0.0287|    0.0243|       0.1|
14:58:18|        32|   -235804|  -4.14914|       0.0|      25.0|      84.0|     37.30|      1.54|      0.38|      0.94|      8.40|    0.4457|    1.0072|    0.0103|     894.6|   -0.0344|    0.0320|       0.1|
14:58:57|        33|   -235835|  -4.14969|       0.0|      25.0|      89.4|     37.30|      1.54|      0.38|      0.94|      8.40|    0.3748|    1.0038|    0.0046|     897.9|   -0.0342|    0.0258|       0.1|
14:59:37|        34|   -235866|  -4.15023|       0.0|      25.0|      94.8|     37.30|      1.54|      0.37|      0.93|      8.40|    0.3752|    1.0032|    0.0035|     903.9|   -0.0344|    0.0252|       0.1|
15:00:16|        35|   -235896|  -4.15076|       0.0|      25.0|      98.6|     37.30|      1.54|      0.36|      0.93|      8.40|    0.3754|    1.0027|    0.0024|     900.1|   -0.0342|    0.0239|       0.1|
15:00:56|        36|   -235926|  -4.15129|       0.0|      25.0|     101.7|     37.30|      1.54|      0.35|      0.93|      8.40|    0.3752|    1.0040|    0.0046|     900.0|   -0.0349|    0.0265|       0.1|
15:01:36|        37|   -235955|   -4.1518|       0.0|      25.0|     103.8|     37.30|      1.54|      0.35|      0.92|      8.40|    0.3752|    1.0029|    0.0031|     900.3|   -0.0344|    0.0250|       0.1|
15:02:15|        38|   -235985|  -4.15233|       0.0|      25.0|     105.8|     37.30|      1.54|      0.34|      0.92|      8.40|    0.3754|    1.0042|    0.0050|     901.0|   -0.0340|    0.0267|       0.1|
15:02:55|        39|   -236015|  -4.15285|       0.0|      25.0|     107.2|     37.30|      1.54|      0.33|      0.92|      8.40|    0.3754|    1.0029|    0.0031|     900.2|   -0.0344|    0.0248|       0.1|
15:03:35|        40|   -236046|   -4.1534|       0.0|      25.0|     108.8|     37.30|      1.54|      0.32|      0.92|      8.40|    0.3754|    1.0027|    0.0022|     902.7|   -0.0344|    0.0241|       0.1|
15:04:13|        41|   -236076|  -4.15393|       0.0|      25.0|     110.4|    125.00|      1.73|      0.31|      0.92|      8.40|    0.3754|    1.0040|    0.0050|     898.8|   -0.0346|    0.0265|       0.1|
15:04:53|        42|   -236105|  -4.15444|       0.0|      25.0|     111.3|    125.00|      1.73|      0.30|      0.92|      8.40|    0.3754|    1.0029|    0.0031|     892.3|   -0.0340|    0.0248|       0.1|
15:05:33|        43|   -236136|  -4.15498|       0.0|      25.0|     112.7|     37.90|      1.75|      0.29|      0.92|      8.40|    0.3754|    1.0042|    0.0050|     904.3|   -0.0346|    0.0269|       0.1|
15:06:11|        44|   -236166|  -4.15551|       0.0|      25.0|     113.7|     37.90|      1.75|      0.28|      0.91|      8.40|    0.3754|    1.0034|    0.0033|     904.5|   -0.0349|    0.0254|       0.1|
15:06:52|        45|   -236196|  -4.15604|       0.0|      25.0|     114.8|     37.90|      1.75|      0.27|      0.91|      8.40|    0.3757|    1.0027|    0.0026|     898.2|   -0.0340|    0.0241|       0.1|
15:07:30|        46|   -236225|  -4.15655|       0.0|      25.0|     115.9|     37.90|      1.75|      0.25|      0.91|      8.40|    0.3757|    1.0042|    0.0048|     901.7|   -0.0342|    0.0265|       0.1|
15:08:09|        47|   -236255|  -4.15708|       0.0|      25.0|     116.7|     37.90|      1.75|      0.24|      0.91|      8.40|    0.3759|    1.0029|    0.0029|     901.3|   -0.0346|    0.0248|       0.1|
15:08:48|        48|   -236285|  -4.15761|       0.0|      25.0|     117.7|     37.90|      1.75|      0.23|      0.91|      8.40|    0.3757|    1.0025|    0.0022|     906.1|   -0.0346|    0.0241|       0.1|
15:09:26|        49|   -236316|  -4.15815|       0.0|      25.0|     118.4|     37.90|      1.75|      0.27|      0.91|      8.40|    0.3757|    1.0040|    0.0050|     901.8|   -0.0346|    0.0267|       0.1|
15:10:06|        50|   -236346|  -4.15868|       0.0|      25.0|     119.5|     37.90|      1.75|      0.26|      0.90|      8.40|    0.3759|    1.0032|    0.0035|     910.4|   -0.0349|    0.0252|       0.1|
15:10:46|        51|   -236376|  -4.15921|       0.0|      25.0|     120.7|     37.90|      1.75|      0.26|      0.90|      8.40|    0.3761|    1.0027|    0.0024|     903.9|   -0.0349|    0.0243|       0.1|
15:11:24|        52|   -236406|  -4.15973|       0.0|      25.0|     121.0|     38.00|      1.83|      0.25|      0.90|      8.40|    0.3759|    1.0040|    0.0050|     903.1|   -0.0344|    0.0265|       0.1|
15:12:04|        53|   -236436|  -4.16026|       0.0|      25.0|     122.0|     38.00|      1.83|      0.25|      0.90|      8.40|    0.3763|    1.0032|    0.0031|     896.5|   -0.0342|    0.0248|       0.1|
15:12:43|        54|   -236466|  -4.16079|       0.0|      25.0|     123.1|     38.00|      1.83|      0.25|      0.90|      8.40|    0.3761|    1.0042|    0.0052|     901.6|   -0.0342|    0.0267|       0.1|
15:13:23|        55|   -236496|  -4.16132|       0.0|      25.0|     123.6|     38.00|      1.83|      0.24|      0.90|      8.40|    0.3763|    1.0032|    0.0035|     899.6|   -0.0346|    0.0250|       0.1|
15:14:02|        56|   -236525|  -4.16183|       0.0|      25.0|     124.2|     38.00|      1.83|      0.24|      0.90|      8.40|    0.3765|    1.0029|    0.0026|     902.6|   -0.0342|    0.0243|       0.1|
15:14:41|        57|   -236556|  -4.16237|       0.0|      25.0|     125.1|     38.00|      1.83|      0.23|      0.90|      8.40|    0.3761|    1.0040|    0.0048|     902.9|   -0.0349|    0.0265|       0.1|
15:15:20|        58|   -236586|   -4.1629|       0.0|      25.0|     126.0|     38.00|      1.83|      0.23|      0.90|      8.40|    0.3763|    1.0029|    0.0031|     904.2|   -0.0344|    0.0250|       0.1|
15:16:00|        59|   -236616|  -4.16343|       0.0|      25.0|     126.8|     38.00|      1.83|      0.23|      0.90|      8.40|    0.3763|    1.0042|    0.0052|     904.7|   -0.0346|    0.0271|       0.1|
15:16:38|        60|   -236644|  -4.16392|       0.0|      25.0|     127.1|     38.00|      1.83|      0.22|      0.90|      8.40|    0.3763|    1.0032|    0.0033|     899.3|   -0.0344|    0.0254|       0.1|
15:17:18|        61|   -236676|  -4.16448|       0.0|      25.0|     128.1|     38.00|      1.83|      0.22|      0.90|      8.40|    0.3765|    1.0029|    0.0026|     905.5|   -0.0346|    0.0245|       0.1|
15:17:57|        62|   -236705|    -4.165|       0.0|      25.0|     128.8|     38.00|      1.83|      0.22|      0.90|      8.40|    0.3763|    1.0042|    0.0050|     902.1|   -0.0344|    0.0267|       0.1|
15:18:35|        63|   -236736|  -4.16554|       0.0|      25.0|     129.6|     38.00|      1.83|      0.21|      0.90|      8.40|    0.3767|    1.0032|    0.0033|     909.0|   -0.0349|    0.0252|       0.1|
15:19:14|        64|   -236764|  -4.16603|       0.0|      25.0|     130.2|     38.20|      1.96|      0.21|      0.90|      8.40|    0.3765|    1.0025|    0.0024|     897.6|   -0.0342|    0.0239|       0.1|
15:19:53|        65|   -236796|   -4.1666|       0.0|      25.0|     131.0|     38.20|      1.96|      0.21|      0.90|      8.40|    0.3767|    1.0042|    0.0050|     902.5|   -0.0342|    0.0267|       0.1|
15:20:32|        66|   -236826|  -4.16712|       0.0|      25.0|     131.5|     38.20|      1.98|      0.20|      0.90|      8.40|    0.3767|    1.0029|    0.0031|     906.6|   -0.0349|    0.0250|       0.1|
15:21:12|        67|   -236856|  -4.16765|       0.0|      25.0|     131.8|     38.20|      1.98|      0.20|      0.90|      8.40|    0.3767|    1.0025|    0.0024|     903.9|   -0.0346|    0.0243|       0.1|
15:21:51|        68|   -236885|  -4.16816|       0.0|      25.0|     132.3|     38.20|      1.98|      0.20|      0.90|      8.40|    0.3767|    1.0040|    0.0048|     901.0|   -0.0346|    0.0265|       0.1|
15:22:30|        69|   -236916|  -4.16871|       0.0|      25.0|     132.9|     38.20|      1.98|      0.19|      0.90|      8.40|    0.3771|    1.0032|    0.0033|     894.1|   -0.0342|    0.0248|       0.1|
15:23:10|        70|   -236945|  -4.16922|       0.0|      25.0|     133.5|     38.20|      1.98|      0.19|      0.90|      8.40|    0.3767|    1.0025|    0.0024|     901.3|   -0.0349|    0.0241|       0.1|
15:23:48|        71|   -236976|  -4.16976|       0.0|      25.0|     134.0|     38.20|      1.98|      0.19|      0.90|      8.40|    0.3769|    1.0042|    0.0048|     897.1|   -0.0342|    0.0265|       0.1|
15:24:27|        72|   -237006|  -4.17029|       0.0|      25.0|     134.2|     38.20|      1.98|      0.19|      0.90|      8.40|    0.3769|    1.0032|    0.0033|     900.3|   -0.0346|    0.0250|       0.1|
15:25:06|        73|   -237036|  -4.17082|       0.0|      25.0|     134.8|     38.20|      1.98|      0.18|      0.90|      8.40|    0.3769|    1.0042|    0.0052|     902.6|   -0.0344|    0.0269|       0.1|
15:25:44|        74|   -237065|  -4.17133|       0.0|      25.0|     135.0|     38.20|      1.98|      0.18|      0.90|      8.40|    0.3769|    1.0034|    0.0035|     902.5|   -0.0344|    0.0254|       0.1|
15:26:24|        75|   -237096|  -4.17188|       0.0|      25.0|     135.4|     38.20|      1.98|      0.18|      0.90|      8.40|    0.3774|    1.0027|    0.0024|     896.0|   -0.0344|    0.0241|       0.1|
15:27:02|        76|   -237125|  -4.17239|       0.0|      25.0|     135.8|     38.20|      1.98|      0.17|      0.90|      8.40|    0.3769|    1.0040|    0.0050|     899.8|   -0.0346|    0.0265|       0.1|
15:27:42|        77|   -237156|  -4.17293|       0.0|      25.0|     136.3|     38.20|      1.98|      0.17|      0.90|      8.40|    0.3769|    1.0032|    0.0033|     902.1|   -0.0344|    0.0250|       0.1|
15:28:21|        78|   -237186|  -4.17346|       0.0|      25.0|     137.1|     38.20|      1.98|      0.17|      0.90|      8.40|    0.3774|    1.0025|    0.0022|     903.8|   -0.0344|    0.0239|       0.1|
15:29:00|        79|   -237216|  -4.17399|       0.0|      25.0|     136.8|     38.20|      1.98|      0.16|      0.91|      8.40|    0.3771|    1.0042|    0.0050|     900.0|   -0.0349|    0.0267|       0.1|
15:29:38|        80|   -237245|   -4.1745|       0.0|      25.0|     137.4|     38.20|      1.98|      0.16|      0.90|      8.40|    0.3774|    1.0029|    0.0031|     895.7|   -0.0346|    0.0245|       0.1|
15:30:17|        81|   -237275|  -4.17502|       0.0|      25.0|     138.0|     38.50|      2.12|      0.16|      0.90|      8.40|    0.3776|    1.0029|    0.0026|     900.6|   -0.0349|    0.0248|       0.1|
15:30:55|        82|   -237305|  -4.17555|       0.0|      25.0|     138.2|     38.50|      2.12|      0.16|      0.91|      8.40|    0.3771|    1.0040|    0.0050|     901.2|   -0.0342|    0.0265|       0.1|
15:31:35|        83|   -237336|   -4.1761|       0.0|      25.0|     138.3|     38.50|      2.12|      0.15|      0.91|      8.40|    0.3774|    1.0032|    0.0033|     899.1|   -0.0346|    0.0250|       0.1|
15:32:13|        84|   -237366|  -4.17663|       0.0|      25.0|     138.7|     38.50|      2.12|      0.15|      0.91|      8.40|    0.3774|    1.0025|    0.0024|     901.3|   -0.0342|    0.0239|       0.1|
15:32:52|        85|   -237395|  -4.17714|       0.0|      25.0|     138.8|     38.50|      2.12|      0.15|      0.91|      8.40|    0.3774|    1.0040|    0.0048|     901.6|   -0.0351|    0.0267|       0.1|
15:33:31|        86|   -237425|  -4.17766|       0.0|      25.0|     138.6|     38.50|      2.12|      0.15|      0.91|      8.40|    0.3774|    1.0032|    0.0033|     897.1|   -0.0342|    0.0250|       0.1|
15:34:10|        87|   -237456|  -4.17821|       0.0|      25.0|     139.1|     38.50|      2.12|      0.14|      0.91|      8.40|    0.3774|    1.0027|    0.0026|     904.5|   -0.0346|    0.0243|       0.1|
15:34:49|        88|   -237484|   -4.1787|       0.0|      25.0|     139.1|     38.50|      2.12|      0.14|      0.91|      8.40|    0.3776|    1.0040|    0.0048|     900.1|   -0.0349|    0.0265|       0.1|
15:35:29|        89|   -237515|  -4.17925|       0.0|      25.0|     139.7|     38.50|      2.12|      0.14|      0.91|      8.40|    0.3776|    1.0032|    0.0035|     903.4|   -0.0344|    0.0252|       0.1|
15:36:06|        90|   -237546|  -4.17979|       0.0|      25.0|     139.7|     38.50|      2.12|      0.14|      0.91|      8.40|    0.3780|    1.0029|    0.0024|     898.2|   -0.0344|    0.0241|       0.1|
15:36:45|        91|   -237575|   -4.1803|       0.0|      25.0|     139.8|     38.50|      2.12|      0.13|      0.91|      8.40|    0.3776|    1.0040|    0.0048|     902.0|   -0.0346|    0.0265|       0.1|
15:37:24|        92|   -237605|  -4.18083|       0.0|      25.0|     140.3|     38.50|      2.12|      0.13|      0.91|      8.40|    0.3778|    1.0034|    0.0033|     900.5|   -0.0346|    0.0250|       0.1|
15:38:03|        93|   -237636|  -4.18138|       0.0|      25.0|     140.6|     38.50|      2.12|      0.13|      0.91|      8.40|    0.3778|    1.0027|    0.0024|     898.8|   -0.0342|    0.0241|       0.1|
15:38:43|        94|   -237666|   -4.1819|       0.0|      25.0|     140.3|     38.50|      2.12|      0.13|      0.91|      8.40|    0.3778|    1.0040|    0.0050|     900.3|   -0.0349|    0.0267|       0.1|
15:39:21|        95|   -237696|  -4.18243|       0.0|      25.0|     140.5|     38.60|      2.26|      0.12|      0.91|      8.40|    0.3778|    1.0032|    0.0035|     905.9|   -0.0351|    0.0252|       0.1|
15:40:01|        96|   -237727|  -4.18298|       0.0|      25.0|     140.8|     38.60|      2.26|      0.12|      0.91|      8.40|    0.3778|    1.0027|    0.0026|     906.1|   -0.0349|    0.0243|       0.1|
15:40:41|        97|   -237756|  -4.18349|       0.0|      25.0|     140.7|     38.60|      2.26|      0.12|      0.92|      8.40|    0.3778|    1.0042|    0.0052|     897.3|   -0.0346|    0.0267|       0.1|
15:41:20|        98|   -237786|  -4.18402|       0.0|      25.0|     141.0|     38.60|      2.26|      0.12|      0.91|      8.40|    0.3778|    1.0034|    0.0033|     906.0|   -0.0349|    0.0250|       0.1|
15:42:00|        99|   -237816|  -4.18454|       0.0|      25.0|     140.7|     38.60|      2.26|      0.12|      0.91|      8.40|    0.3780|    1.0025|    0.0026|     900.0|   -0.0346|    0.0243|       0.1|
15:42:40|       100|   -237846|  -4.18507|       0.0|      25.0|     141.0|     38.60|      2.26|      0.11|      0.92|      8.40|    0.3780|    1.0042|    0.0052|     898.4|   -0.0344|    0.0267|       0.1|
15:43:19|       101|   -237876|   -4.1856|       0.0|      25.0|     140.9|     38.60|      2.26|      0.11|      0.92|      8.40|    0.3782|    1.0034|    0.0033|     900.9|   -0.0344|    0.0248|       0.1|
15:43:58|       102|   -237905|  -4.18611|       0.0|      25.0|     141.1|     38.60|      2.26|      0.11|      0.92|      8.40|    0.3780|    1.0029|    0.0029|     899.3|   -0.0346|    0.0245|       0.1|
15:44:38|       103|   -237936|  -4.18666|       0.0|      25.0|     140.9|     38.60|      2.26|      0.11|      0.92|      8.40|    0.3780|    1.0042|    0.0052|     899.6|   -0.0349|    0.0267|       0.1|
15:45:17|       104|   -237966|  -4.18718|       0.0|      25.0|     141.1|     38.60|      2.26|      0.11|      0.92|      8.40|    0.3782|    1.0034|    0.0033|     900.8|   -0.0344|    0.0250|       0.1|
15:45:57|       105|   -237995|  -4.18769|       0.0|      25.0|     141.1|     38.60|      2.26|      0.10|      0.92|      8.40|    0.3782|    1.0029|    0.0026|     898.9|   -0.0344|    0.0243|       0.1|
15:46:37|       106|   -238026|  -4.18824|       0.0|      25.0|     141.3|     38.60|      2.26|      0.10|      0.92|      8.40|    0.3782|    1.0042|    0.0052|     902.5|   -0.0349|    0.0271|       0.1|
15:47:16|       107|   -238056|  -4.18877|       0.0|      25.0|     140.9|     38.60|      2.26|      0.10|      0.92|      8.40|    0.3784|    1.0034|    0.0037|     901.2|   -0.0346|    0.0254|       0.1|
15:47:56|       108|   -238085|  -4.18928|       0.0|      25.0|     141.1|     38.60|      2.26|      0.10|      0.92|      8.40|    0.3784|    1.0029|    0.0031|     903.7|   -0.0344|    0.0248|       0.1|
15:48:35|       109|   -238115|  -4.18981|       0.0|      25.0|     141.4|     38.70|      2.37|      0.10|      0.92|      8.40|    0.3784|    1.0042|    0.0052|     902.7|   -0.0344|    0.0271|       0.1|
15:49:15|       110|   -238145|  -4.19033|       0.0|      25.0|     141.7|     38.70|      2.37|      0.10|      0.92|      8.40|    0.3784|    1.0034|    0.0037|     895.9|   -0.0346|    0.0254|       0.1|
15:49:55|       111|   -238176|  -4.19088|       0.0|      25.0|     141.6|     38.70|      2.37|      0.10|      0.92|      8.40|    0.3786|    1.0029|    0.0031|     896.2|   -0.0346|    0.0245|       0.1|
15:50:34|       112|   -238205|  -4.19139|       0.0|      25.0|     141.4|     38.70|      2.37|      0.10|      0.92|      8.40|    0.3786|    1.0044|    0.0052|     902.7|   -0.0349|    0.0269|       0.1|
15:51:14|       113|   -238236|  -4.19193|       0.0|      25.0|     141.8|     38.70|      2.42|      0.10|      0.92|      8.40|    0.3786|    1.0034|    0.0035|     895.3|   -0.0340|    0.0250|       0.1|
15:51:53|       114|   -238266|  -4.19246|       0.0|      25.0|     141.4|     38.70|      2.42|      0.10|      0.93|      8.40|    0.3788|    1.0029|    0.0031|     901.8|   -0.0346|    0.0248|       0.1|
15:52:33|       115|   -238295|  -4.19297|       0.0|      25.0|     141.6|     38.70|      2.42|      0.10|      0.93|      8.40|    0.3788|    1.0025|    0.0024|     904.4|   -0.0346|    0.0241|       0.1|
15:53:13|       116|   -238325|   -4.1935|       0.0|      25.0|     141.9|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3788|    1.0042|    0.0052|     904.4|   -0.0349|    0.0267|       0.1|
15:53:53|       117|   -238357|  -4.19406|       0.0|      25.0|     141.6|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3788|    1.0036|    0.0035|     897.8|   -0.0344|    0.0252|       0.1|
15:54:33|       118|   -238386|  -4.19457|       0.0|      25.0|     141.3|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3790|    1.0029|    0.0029|     895.5|   -0.0344|    0.0245|       0.1|
15:55:12|       119|   -238416|   -4.1951|       0.0|      25.0|     141.8|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3792|    1.0042|    0.0052|     901.3|   -0.0351|    0.0271|       0.1|
15:55:50|       120|   -238447|  -4.19565|       0.0|      25.0|     141.5|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3790|    1.0036|    0.0037|     902.1|   -0.0346|    0.0252|       0.1|
15:56:30|       121|   -238476|  -4.19616|       0.0|      25.0|     141.9|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3795|    1.0029|    0.0033|     903.2|   -0.0346|    0.0248|       0.1|
15:57:10|       122|   -238506|  -4.19668|       0.0|      25.0|     141.9|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3792|    1.0044|    0.0054|     902.8|   -0.0349|    0.0271|       0.1|
15:57:49|       123|   -238536|  -4.19721|       0.0|      25.0|     141.9|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3797|    1.0036|    0.0039|     899.2|   -0.0344|    0.0256|       0.1|
15:58:29|       124|   -238566|  -4.19774|       0.0|      25.0|     142.6|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3795|    1.0032|    0.0029|     898.7|   -0.0346|    0.0245|       0.1|
15:59:09|       125|   -238596|  -4.19827|       0.0|      25.0|     141.7|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3792|    1.0027|    0.0024|     903.0|   -0.0346|    0.0243|       0.1|
15:59:48|       126|   -238625|  -4.19878|       0.0|      25.0|     142.0|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3795|    1.0042|    0.0052|     899.7|   -0.0346|    0.0267|       0.1|
16:00:28|       127|   -238655|  -4.19931|       0.0|      25.0|     141.7|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3797|    1.0034|    0.0035|     901.9|   -0.0342|    0.0250|       0.1|
16:01:08|       128|   -238686|  -4.19985|       0.0|      25.0|     142.0|    125.00|      6.24|      0.10|      0.93|      8.40|    0.3799|    1.0032|    0.0029|     904.1|   -0.0346|    0.0245|       0.1|
16:01:48|       129|   -238716|  -4.20038|       0.0|      25.0|     141.9|    125.00|      6.24|      0.10|      0.93|      8.50|    0.3797|    1.0027|    0.0024|     901.6|   -0.0346|    0.0241|       0.1|
16:02:27|       130|   -238746|  -4.20091|       0.0|      25.0|     142.1|    125.00|      6.24|      0.10|      0.94|      8.40|    0.3797|    1.0042|    0.0052|     903.8|   -0.0349|    0.0269|       0.1|
