Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
00:20:12|      1089|   -267546|  -4.70766|       0.0|      25.0|     140.1|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6376|    1.0034|    0.0039|     904.8|   -0.0385|    0.0256|       0.1|
00:20:40|      1090|   -267576|  -4.70819|       0.0|      25.0|     140.4|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0041|     895.4|   -0.0381|    0.0256|       0.1|
00:21:07|      1091|   -267606|  -4.70872|       0.0|      25.0|     140.5|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6376|    1.0034|    0.0039|     902.6|   -0.0381|    0.0256|       0.1|
00:21:34|      1092|   -267636|  -4.70925|       0.0|      25.0|     140.2|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6376|    1.0036|    0.0039|     904.2|   -0.0383|    0.0256|       0.1|
00:22:02|      1093|   -267665|  -4.70976|       0.0|      25.0|     140.3|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0037|     901.0|   -0.0383|    0.0254|       0.1|
00:22:28|      1094|   -267695|  -4.71029|       0.0|      25.0|     140.4|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0041|     901.6|   -0.0383|    0.0256|       0.1|
00:22:56|      1095|   -267726|  -4.71083|       0.0|      25.0|     140.1|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6380|    1.0034|    0.0039|     900.3|   -0.0383|    0.0256|       0.1|
00:23:23|      1096|   -267756|  -4.71136|       0.0|      25.0|     140.2|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0041|     900.3|   -0.0385|    0.0256|       0.1|
00:23:51|      1097|   -267786|  -4.71189|       0.0|      25.0|     140.1|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6378|    1.0034|    0.0039|     897.0|   -0.0385|    0.0256|       0.1|
00:24:19|      1098|   -267815|   -4.7124|       0.0|      25.0|     140.0|     36.00|      4.58|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0037|     898.7|   -0.0383|    0.0252|       0.1|
00:24:46|      1099|   -267845|  -4.71293|       0.0|      25.0|     140.2|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0039|     898.5|   -0.0381|    0.0254|       0.1|
00:25:14|      1100|   -267874|  -4.71344|       0.0|      25.0|     140.2|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6378|    1.0034|    0.0039|     901.6|   -0.0385|    0.0254|       0.1|
00:25:42|      1101|   -267906|    -4.714|       0.0|      25.0|     139.9|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6378|    1.0036|    0.0041|     903.9|   -0.0385|    0.0258|       0.1|
00:26:09|      1102|   -267935|  -4.71451|       0.0|      25.0|     140.0|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6380|    1.0036|    0.0037|     899.8|   -0.0381|    0.0252|       0.1|
00:26:37|      1103|   -267966|  -4.71505|       0.0|      25.0|     140.0|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6380|    1.0036|    0.0039|     905.0|   -0.0383|    0.0256|       0.1|
00:27:05|      1104|   -267996|  -4.71558|       0.0|      25.0|     140.0|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6380|    1.0034|    0.0037|     898.5|   -0.0381|    0.0252|       0.1|
00:27:32|      1105|   -268026|  -4.71611|       0.0|      25.0|     139.7|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6382|    1.0036|    0.0039|     900.9|   -0.0381|    0.0256|       0.1|
00:28:00|      1106|   -268055|  -4.71662|       0.0|      25.0|     139.8|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6380|    1.0034|    0.0039|     899.4|   -0.0383|    0.0256|       0.1|
00:28:28|      1107|   -268085|  -4.71715|       0.0|      25.0|     139.8|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6380|    1.0034|    0.0041|     903.3|   -0.0387|    0.0256|       0.1|
00:28:56|      1108|   -268116|  -4.71769|       0.0|      25.0|     139.9|    125.00|     99.90|      0.10|      0.97|      8.30|    0.6382|    1.0036|    0.0037|     896.8|   -0.0378|    0.0254|       0.1|
00:29:24|      1109|   -268146|  -4.71822|       0.0|      25.0|     139.9|    125.00|     99.90|      0.10|      0.98|      8.30|    0.6384|    1.0034|    0.0039|     900.9|   -0.0383|    0.0252|       0.1|
00:29:51|      1110|   -268176|  -4.71875|       0.0|      25.0|     140.4|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6382|    1.0036|    0.0039|     896.1|   -0.0383|    0.0256|       0.1|
00:30:19|      1111|   -268206|  -4.71928|       0.0|      25.0|     139.7|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6382|    1.0036|    0.0041|     898.1|   -0.0381|    0.0254|       0.1|
00:30:47|      1112|   -268236|  -4.71981|       0.0|      25.0|     140.0|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6382|    1.0034|    0.0037|     899.9|   -0.0383|    0.0254|       0.1|
00:31:14|      1113|   -268266|  -4.72033|       0.0|      25.0|     139.8|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6384|    1.0036|    0.0041|     902.2|   -0.0381|    0.0256|       0.1|
00:31:42|      1114|   -268296|  -4.72086|       0.0|      25.0|     139.9|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6384|    1.0036|    0.0039|     899.2|   -0.0381|    0.0254|       0.1|
00:32:10|      1115|   -268325|  -4.72137|       0.0|      25.0|     139.9|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6384|    1.0036|    0.0043|     900.6|   -0.0385|    0.0258|       0.1|
00:32:37|      1116|   -268354|  -4.72188|       0.0|      25.0|     140.0|     39.20|      4.63|      0.10|      0.97|      8.30|    0.6384|    1.0036|    0.0041|     900.3|   -0.0385|    0.0256|       0.1|
00:33:06|      1117|   -268386|  -4.72245|       0.0|      25.0|     139.9|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6384|    1.0036|    0.0041|     894.8|   -0.0383|    0.0256|       0.1|
00:33:33|      1118|   -268415|  -4.72296|       0.0|      25.0|     140.3|    125.00|      9.37|      0.10|      0.98|      8.30|    0.6386|    1.0036|    0.0043|     897.1|   -0.0385|    0.0258|       0.1|
00:34:01|      1119|   -268446|   -4.7235|       0.0|      25.0|     140.1|    125.00|      9.37|      0.10|      0.98|      8.30|    0.6386|    1.0036|    0.0041|     898.3|   -0.0381|    0.0256|       0.1|
00:34:29|      1120|   -268476|  -4.72403|       0.0|      25.0|     140.1|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6386|    1.0034|    0.0037|     897.8|   -0.0383|    0.0254|       0.1|
00:34:56|      1121|   -268505|  -4.72454|       0.0|      25.0|     140.0|    125.00|      9.37|      0.10|      0.93|      8.30|    0.6386|    1.0034|    0.0039|     900.5|   -0.0385|    0.0256|       0.1|
00:35:24|      1122|   -268536|  -4.72508|       0.0|      25.0|     140.2|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6386|    1.0038|    0.0043|     898.7|   -0.0385|    0.0260|       0.1|
00:35:52|      1123|   -268566|  -4.72561|       0.0|      25.0|     139.9|    125.00|      9.37|      0.10|      0.98|      8.30|    0.6388|    1.0034|    0.0041|     898.5|   -0.0381|    0.0256|       0.1|
00:36:19|      1124|   -268596|  -4.72614|       0.0|      25.0|     139.8|    125.00|      9.37|      0.10|      0.98|      8.30|    0.6386|    1.0036|    0.0037|     899.1|   -0.0383|    0.0256|       0.1|
00:36:47|      1125|   -268625|  -4.72665|       0.0|      25.0|     139.7|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6388|    1.0036|    0.0043|     899.7|   -0.0383|    0.0258|       0.1|
00:37:14|      1126|   -268655|  -4.72718|       0.0|      25.0|     140.0|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6388|    1.0036|    0.0043|     905.0|   -0.0383|    0.0258|       0.1|
00:37:42|      1127|   -268686|  -4.72772|       0.0|      25.0|     140.1|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6388|    1.0036|    0.0041|     895.4|   -0.0381|    0.0256|       0.1|
00:38:10|      1128|   -268717|  -4.72827|       0.0|      25.0|     140.0|    125.00|      9.37|      0.10|      0.98|      8.30|    0.6388|    1.0036|    0.0043|     893.5|   -0.0381|    0.0258|       0.1|
00:38:37|      1129|   -268746|  -4.72878|       0.0|      25.0|     139.7|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6388|    1.0036|    0.0043|     902.5|   -0.0387|    0.0260|       0.1|
00:39:05|      1130|   -268776|  -4.72931|       0.0|      25.0|     139.9|    125.00|      9.37|      0.10|      0.97|      8.30|    0.6390|    1.0036|    0.0041|     901.2|   -0.0385|    0.0256|       0.1|
00:39:33|      1131|   -268806|  -4.72984|       0.0|      25.0|     139.8|    125.00|      9.37|      0.10|      0.93|      8.30|    0.6390|    1.0036|    0.0041|     899.9|   -0.0385|    0.0258|       0.1|
00:39:59|      1132|   -268835|  -4.73035|       0.0|      25.0|     139.7|    118.60|      4.64|      0.10|      0.97|      8.30|    0.6390|    1.0036|    0.0041|     900.1|   -0.0383|    0.0256|       0.1|
00:40:27|      1133|   -268866|  -4.73089|       0.0|      25.0|     139.8|    118.60|      4.64|      0.10|      0.97|      8.30|    0.6390|    1.0036|    0.0041|     893.4|   -0.0383|    0.0256|       0.1|
00:40:55|      1134|   -268896|  -4.73142|       0.0|      25.0|     140.3|    118.60|      4.64|      0.10|      0.97|      8.30|    0.6390|    1.0036|    0.0041|     899.3|   -0.0385|    0.0256|       0.1|
00:41:22|      1135|   -268924|  -4.73191|       0.0|      25.0|     139.7|    118.60|      4.64|      0.10|      0.92|      8.30|    0.6392|    1.0036|    0.0039|     901.7|   -0.0385|    0.0256|       0.1|
00:41:51|      1136|   -268955|  -4.73246|       0.0|      25.0|     140.0|    118.60|      4.64|      0.10|      0.98|      8.30|    0.6392|    1.0036|    0.0041|     898.6|   -0.0378|    0.0256|       0.1|
00:42:18|      1137|   -268985|  -4.73299|       0.0|      25.0|     139.7|    118.60|      4.64|      0.10|      0.97|      8.30|    0.6392|    1.0036|    0.0043|     901.0|   -0.0387|    0.0260|       0.1|
00:42:46|      1138|   -269016|  -4.73353|       0.0|      25.0|     140.0|    118.60|      4.64|      0.10|      0.94|      8.30|    0.6392|    1.0036|    0.0041|     899.2|   -0.0383|    0.0256|       0.1|
00:43:14|      1139|   -269045|  -4.73404|       0.0|      25.0|     140.0|    118.60|      4.64|      0.10|      0.98|      8.30|    0.6392|    1.0036|    0.0041|     898.4|   -0.0378|    0.0258|       0.1|
00:43:41|      1140|   -269076|  -4.73459|       0.0|      25.0|     139.9|    118.60|      4.64|      0.10|      0.92|      8.30|    0.6392|    1.0036|    0.0041|     899.9|   -0.0387|    0.0256|       0.1|
00:44:09|      1141|   -269105|   -4.7351|       0.0|      25.0|     139.9|    118.60|      4.64|      0.10|      0.98|      8.30|    0.6395|    1.0036|    0.0041|     898.8|   -0.0383|    0.0256|       0.1|
00:44:38|      1142|   -269136|  -4.73564|       0.0|      25.0|     140.0|    118.60|      4.64|      0.10|      0.98|      8.30|    0.6392|    1.0036|    0.0041|     902.8|   -0.0383|    0.0254|       0.1|
00:45:05|      1143|   -269166|  -4.73617|       0.0|      25.0|     140.0|    118.60|      4.64|      0.10|      0.93|      8.30|    0.6395|    1.0036|    0.0041|     897.4|   -0.0383|    0.0258|       0.1|
00:45:33|      1144|   -269196|   -4.7367|       0.0|      25.0|     140.2|    118.60|      4.64|      0.10|      0.97|      8.30|    0.6395|    1.0036|    0.0043|     898.9|   -0.0383|    0.0258|       0.1|
00:46:01|      1145|   -269226|  -4.73723|       0.0|      25.0|     140.0|    118.60|      4.64|      0.10|      0.92|      8.30|    0.6395|    1.0036|    0.0043|     896.9|   -0.0383|    0.0256|       0.1|
00:46:29|      1146|   -269256|  -4.73775|       0.0|      25.0|     139.9|    118.60|      4.64|      0.10|      0.98|      8.30|    0.6395|    1.0036|    0.0043|     898.3|   -0.0385|    0.0258|       0.1|
00:46:57|      1147|   -269285|  -4.73826|       0.0|      25.0|     140.1|    118.60|      4.64|      0.10|      0.94|      8.30|    0.6397|    1.0038|    0.0043|     894.7|   -0.0385|    0.0258|       0.1|
00:47:24|      1148|   -269315|  -4.73879|       0.0|      25.0|     140.0|    125.00|      4.67|      0.10|      0.98|      8.30|    0.6395|    1.0036|    0.0039|     898.6|   -0.0385|    0.0254|       0.1|
00:47:52|      1149|   -269346|  -4.73934|       0.0|      25.0|     140.3|    125.00|      4.67|      0.10|      0.98|      8.30|    0.6395|    1.0036|    0.0043|     901.9|   -0.0387|    0.0258|       0.1|
00:48:21|      1150|   -269376|  -4.73986|       0.0|      25.0|     140.0|    125.00|      4.67|      0.10|      0.92|      8.30|    0.6397|    1.0036|    0.0039|     898.3|   -0.0383|    0.0254|       0.1|
00:48:48|      1151|   -269406|  -4.74039|       0.0|      25.0|     140.0|    125.00|      4.67|      0.10|      0.97|      8.30|    0.6397|    1.0036|    0.0043|     902.8|   -0.0383|    0.0258|       0.1|
00:49:16|      1152|   -269436|  -4.74092|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.92|      8.30|    0.6397|    1.0038|    0.0041|     901.5|   -0.0387|    0.0258|       0.1|
00:49:44|      1153|   -269466|  -4.74145|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.93|      8.30|    0.6397|    1.0036|    0.0041|     898.3|   -0.0385|    0.0258|       0.1|
00:50:11|      1154|   -269496|  -4.74198|       0.0|      25.0|     139.8|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6397|    1.0036|    0.0039|     902.2|   -0.0383|    0.0254|       0.1|
00:50:40|      1155|   -269526|   -4.7425|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.98|      8.30|    0.6399|    1.0036|    0.0039|     899.0|   -0.0383|    0.0256|       0.1|
00:51:07|      1156|   -269556|  -4.74303|       0.0|      25.0|     139.8|     39.20|      4.69|      0.10|      0.92|      8.30|    0.6397|    1.0036|    0.0039|     899.2|   -0.0387|    0.0254|       0.1|
00:51:35|      1157|   -269586|  -4.74356|       0.0|      25.0|     140.0|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6397|    1.0036|    0.0041|     899.9|   -0.0383|    0.0258|       0.1|
00:52:04|      1158|   -269616|  -4.74409|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.93|      8.30|    0.6397|    1.0034|    0.0039|     900.6|   -0.0385|    0.0254|       0.1|
00:52:31|      1159|   -269646|  -4.74462|       0.0|      25.0|     140.4|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6397|    1.0034|    0.0039|     903.1|   -0.0385|    0.0256|       0.1|
00:52:59|      1160|   -269676|  -4.74514|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.98|      8.30|    0.6397|    1.0036|    0.0041|     894.5|   -0.0383|    0.0256|       0.1|
00:53:28|      1161|   -269706|  -4.74567|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6397|    1.0034|    0.0039|     898.8|   -0.0387|    0.0256|       0.1|
00:53:55|      1162|   -269736|   -4.7462|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.93|      8.30|    0.6401|    1.0034|    0.0039|     904.1|   -0.0385|    0.0256|       0.1|
00:54:23|      1163|   -269766|  -4.74673|       0.0|      25.0|     139.8|     39.20|      4.69|      0.10|      0.97|      8.30|    0.6401|    1.0036|    0.0039|     900.0|   -0.0385|    0.0254|       0.1|
00:54:51|      1164|   -269795|  -4.74724|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6399|    1.0034|    0.0039|     897.3|   -0.0383|    0.0256|       0.1|
00:55:19|      1165|   -269825|  -4.74777|       0.0|      25.0|     140.2|     39.20|      4.69|      0.10|      0.98|      8.30|    0.6399|    1.0034|    0.0041|     905.5|   -0.0391|    0.0258|       0.1|
00:55:47|      1166|   -269856|  -4.74831|       0.0|      25.0|     139.8|     39.20|      4.69|      0.10|      0.92|      8.30|    0.6399|    1.0036|    0.0041|     899.0|   -0.0387|    0.0256|       0.1|
00:56:15|      1167|   -269885|  -4.74882|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.93|      8.30|    0.6399|    1.0036|    0.0041|     903.4|   -0.0389|    0.0258|       0.1|
00:56:43|      1168|   -269916|  -4.74937|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6401|    1.0036|    0.0041|     900.7|   -0.0387|    0.0260|       0.1|
00:57:12|      1169|   -269946|  -4.74989|       0.0|      25.0|     140.2|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6401|    1.0036|    0.0043|     904.3|   -0.0387|    0.0258|       0.1|
00:57:39|      1170|   -269976|  -4.75042|       0.0|      25.0|     140.3|     39.20|      4.69|      0.10|      0.93|      8.30|    0.6401|    1.0036|    0.0041|     897.5|   -0.0387|    0.0256|       0.1|
00:58:08|      1171|   -270005|  -4.75093|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.96|      8.30|    0.6403|    1.0036|    0.0041|     900.9|   -0.0383|    0.0256|       0.1|
00:58:36|      1172|   -270035|  -4.75146|       0.0|      25.0|     140.3|     39.20|      4.69|      0.10|      0.93|      8.30|    0.6401|    1.0036|    0.0041|     897.5|   -0.0387|    0.0260|       0.1|
00:59:04|      1173|   -270066|  -4.75201|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.96|      8.30|    0.6401|    1.0036|    0.0041|     895.7|   -0.0383|    0.0256|       0.1|
00:59:32|      1174|   -270095|  -4.75252|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6403|    1.0036|    0.0041|     899.9|   -0.0387|    0.0256|       0.1|
01:00:00|      1175|   -270126|  -4.75306|       0.0|      25.0|     140.2|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6403|    1.0038|    0.0043|     901.2|   -0.0385|    0.0258|       0.1|
01:00:28|      1176|   -270155|  -4.75357|       0.0|      25.0|     139.9|     39.20|      4.69|      0.10|      0.92|      8.30|    0.6403|    1.0036|    0.0039|     899.6|   -0.0389|    0.0254|       0.1|
01:00:57|      1177|   -270185|   -4.7541|       0.0|      25.0|     140.3|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6403|    1.0036|    0.0041|     895.6|   -0.0387|    0.0258|       0.1|
01:01:24|      1178|   -270215|  -4.75463|       0.0|      25.0|     139.8|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6403|    1.0036|    0.0041|     903.1|   -0.0385|    0.0258|       0.1|
01:01:53|      1179|   -270246|  -4.75517|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6403|    1.0036|    0.0041|     902.1|   -0.0387|    0.0258|       0.1|
01:02:21|      1180|   -270275|  -4.75568|       0.0|      25.0|     140.1|     39.20|      4.69|      0.10|      0.95|      8.30|    0.6405|    1.0036|    0.0041|     904.2|   -0.0387|    0.0258|       0.1|
01:02:49|      1181|   -270306|  -4.75623|       0.0|      25.0|     140.0|     39.20|      4.69|      0.10|      0.94|      8.30|    0.6407|    1.0036|    0.0041|     902.5|   -0.0389|    0.0256|       0.1|
01:03:17|      1182|   -270336|  -4.75676|       0.0|      25.0|     139.8|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6405|    1.0036|    0.0041|     902.3|   -0.0387|    0.0256|       0.1|
01:03:45|      1183|   -270366|  -4.75728|       0.0|      25.0|     140.4|     36.00|      4.72|      0.10|      0.98|      8.30|    0.6405|    1.0036|    0.0041|     899.0|   -0.0385|    0.0258|       0.1|
01:04:13|      1184|   -270395|  -4.75779|       0.0|      25.0|     139.7|     36.00|      4.72|      0.10|      0.95|      8.30|    0.6405|    1.0036|    0.0041|     897.8|   -0.0385|    0.0258|       0.1|
01:04:41|      1185|   -270425|  -4.75832|       0.0|      25.0|     140.0|     36.00|      4.72|      0.10|      0.95|      8.30|    0.6407|    1.0034|    0.0041|     900.1|   -0.0387|    0.0256|       0.1|
01:05:10|      1186|   -270456|  -4.75887|       0.0|      25.0|     139.8|     36.00|      4.72|      0.10|      0.96|      8.30|    0.6405|    1.0036|    0.0041|     898.3|   -0.0383|    0.0258|       0.1|
01:05:38|      1187|   -270486|   -4.7594|       0.0|      25.0|     140.0|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6407|    1.0036|    0.0043|     896.2|   -0.0385|    0.0258|       0.1|
01:06:06|      1188|   -270515|  -4.75991|       0.0|      25.0|     140.2|     39.20|      4.72|      0.10|      0.96|      8.30|    0.6407|    1.0036|    0.0043|     901.5|   -0.0387|    0.0260|       0.1|
01:06:34|      1189|   -270545|  -4.76043|       0.0|      25.0|     140.2|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6407|    1.0036|    0.0037|     900.5|   -0.0387|    0.0254|       0.1|
01:07:02|      1190|   -270576|  -4.76098|       0.0|      25.0|     140.3|     39.20|      4.72|      0.10|      0.97|      8.30|    0.6407|    1.0038|    0.0039|     899.3|   -0.0389|    0.0256|       0.1|
01:07:30|      1191|   -270606|  -4.76151|       0.0|      25.0|     140.1|     39.20|      4.72|      0.10|      0.93|      8.30|    0.6409|    1.0038|    0.0043|     900.9|   -0.0385|    0.0256|       0.1|
01:07:58|      1192|   -270636|  -4.76204|       0.0|      25.0|     140.1|     39.20|      4.72|      0.10|      0.92|      8.30|    0.6409|    1.0036|    0.0043|     901.3|   -0.0387|    0.0260|       0.1|
01:08:26|      1193|   -270665|  -4.76255|       0.0|      25.0|     139.9|     39.20|      4.72|      0.10|      0.94|      8.30|    0.6409|    1.0034|    0.0041|     899.3|   -0.0389|    0.0256|       0.1|
01:08:55|      1194|   -270696|  -4.76309|       0.0|      25.0|     139.7|     39.20|      4.72|      0.10|      0.96|      8.30|    0.6411|    1.0036|    0.0043|     900.9|   -0.0389|    0.0258|       0.1|
01:09:22|      1195|   -270725|   -4.7636|       0.0|      25.0|     140.1|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6409|    1.0036|    0.0043|     902.6|   -0.0387|    0.0258|       0.1|
01:09:50|      1196|   -270755|  -4.76413|       0.0|      25.0|     140.0|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6409|    1.0036|    0.0043|     903.3|   -0.0387|    0.0258|       0.1|
01:10:18|      1197|   -270785|  -4.76466|       0.0|      25.0|     140.1|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6411|    1.0036|    0.0043|     904.0|   -0.0385|    0.0258|       0.1|
01:10:47|      1198|   -270816|   -4.7652|       0.0|      25.0|     140.4|     39.20|      4.72|      0.10|      0.97|      8.30|    0.6411|    1.0036|    0.0041|     899.9|   -0.0387|    0.0256|       0.1|
01:11:15|      1199|   -270845|  -4.76571|       0.0|      25.0|     140.1|     39.20|      4.72|      0.10|      0.94|      8.30|    0.6414|    1.0036|    0.0041|     901.2|   -0.0385|    0.0256|       0.1|
01:11:43|      1200|   -270875|  -4.76624|       0.0|      25.0|     139.9|     39.20|      4.72|      0.10|      0.97|      8.30|    0.6411|    1.0036|    0.0041|     895.9|   -0.0391|    0.0258|       0.1|
01:12:11|      1201|   -270906|  -4.76679|       0.0|      25.0|     140.0|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6411|    1.0036|    0.0039|     905.6|   -0.0393|    0.0258|       0.1|
01:12:40|      1202|   -270935|   -4.7673|       0.0|      25.0|     140.2|     39.20|      4.72|      0.10|      0.96|      8.30|    0.6414|    1.0036|    0.0043|     900.7|   -0.0389|    0.0258|       0.1|
01:13:07|      1203|   -270965|  -4.76782|       0.0|      25.0|     140.2|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6414|    1.0038|    0.0041|     904.3|   -0.0389|    0.0258|       0.1|
01:13:36|      1204|   -270995|  -4.76835|       0.0|      25.0|     140.0|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6416|    1.0036|    0.0043|     897.6|   -0.0389|    0.0258|       0.1|
01:14:04|      1205|   -271026|   -4.7689|       0.0|      25.0|     139.9|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6416|    1.0036|    0.0039|     895.6|   -0.0389|    0.0258|       0.1|
01:14:32|      1206|   -271055|  -4.76941|       0.0|      25.0|     140.1|     39.20|      4.72|      0.10|      0.95|      8.30|    0.6414|    1.0036|    0.0039|     903.3|   -0.0385|    0.0256|       0.1|
01:15:00|      1207|   -271086|  -4.76995|       0.0|      25.0|     140.2|     39.20|      4.72|      0.10|      0.94|      8.30|    0.6414|    1.0038|    0.0041|     904.2|   -0.0389|    0.0258|       0.1|
01:15:28|      1208|   -271115|  -4.77046|       0.0|      25.0|     140.2|     39.20|      4.72|      0.10|      0.96|      8.30|    0.6414|    1.0036|    0.0043|     900.6|   -0.0389|    0.0258|       0.1|
01:15:56|      1209|   -271146|  -4.77101|       0.0|      25.0|     140.0|     36.00|      4.75|      0.10|      0.95|      8.30|    0.6416|    1.0038|    0.0046|     896.9|   -0.0387|    0.0260|       0.1|
01:16:24|      1210|   -271175|  -4.77152|       0.0|      25.0|     140.4|     39.20|      4.75|      0.10|      0.96|      8.30|    0.6416|    1.0036|    0.0041|     898.9|   -0.0385|    0.0258|       0.1|
01:16:52|      1211|   -271206|  -4.77207|       0.0|      25.0|     140.4|     39.20|      4.75|      0.10|      0.97|      8.30|    0.6416|    1.0034|    0.0039|     897.1|   -0.0391|    0.0256|       0.1|
01:17:21|      1212|   -271236|  -4.77259|       0.0|      25.0|     140.1|     39.20|      4.75|      0.10|      0.97|      8.30|    0.6416|    1.0036|    0.0041|     899.3|   -0.0385|    0.0258|       0.1|
01:17:50|      1213|   -271265|   -4.7731|       0.0|      25.0|     139.9|     39.20|      4.75|      0.10|      0.96|      8.30|    0.6416|    1.0036|    0.0041|     904.6|   -0.0389|    0.0260|       0.1|
01:18:17|      1214|   -271296|  -4.77365|       0.0|      25.0|     139.9|    125.00|      4.78|      0.10|      0.98|      8.30|    0.6418|    1.0036|    0.0041|     897.5|   -0.0391|    0.0258|       0.1|
01:18:45|      1215|   -271326|  -4.77418|       0.0|      25.0|     139.9|    125.00|      4.78|      0.10|      0.97|      8.30|    0.6418|    1.0036|    0.0041|     899.3|   -0.0391|    0.0258|       0.1|
01:19:13|      1216|   -271356|   -4.7747|       0.0|      25.0|     140.1|    125.00|      4.78|      0.10|      0.96|      8.30|    0.6418|    1.0036|    0.0041|     901.2|   -0.0387|    0.0258|       0.1|
01:19:42|      1217|   -271385|  -4.77521|       0.0|      25.0|     140.1|    125.00|      4.78|      0.10|      0.97|      8.30|    0.6418|    1.0036|    0.0041|     899.2|   -0.0389|    0.0258|       0.1|
